Strgrp(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Premises,Energy,41001043,1,201302,BRITISH GAS PLC,438.43,2013-05-17
Community Based Services,Premises,Rep & Maint,40003655,1,201302,ADT FIRE & SECURITY PLC,425.21,2013-05-15
Community Based Services,Premises,Water,41001818,1,201302,NORTHUMBRIAN WATER,494.31,2013-05-31
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40999279,1,201302,PHS GROUP PLC,509.55,2013-05-15
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41000022,1,201302,FURNITURELAND,484.00,2013-05-13
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41001062,1,201302,FURNISHING SERVICE LTD,962.50,2013-05-21
Community Based Services,Supplies and Services,Comms & Computing,40002704,1,201302,VIRGIN MEDIA PAYMENTS LTD,355.00,2013-05-09
Community Based Services,Supplies and Services,Comms & Computing,41000547,1,201302,VIRGIN MEDIA PAYMENTS LTD,355.00,2013-05-14
Community Based Services,Supplies and Services,Comms & Computing,41001059,1,201302,VODAFONE CORPORATE LTD,473.62,2013-05-23
Community Based Services,Premises,Rep & Maint,40003756,1,201302,REDHEAD ROOFING LLP,3175.00,2013-05-30
Community Based Services,Transport,Car Allowances,148002493,14,201302,COMMONWHEELS CIC,0.75,2013-05-31
Community Based Services,Employees,Indirect Employee Expenses,148002087,8,201302,CLICK TRAVEL LTD,42.90,2013-05-23
Community Based Services,Transport,Public Transport and Taxi Fares,148001223,11,201302,CLICK TRAVEL LTD,169.08,2013-05-08
Community Based Services,Transport,Public Transport and Taxi Fares,148001223,12,201302,CLICK TRAVEL LTD,169.08,2013-05-08
Community Based Services,Transport,Public Transport and Taxi Fares,148001223,13,201302,CLICK TRAVEL LTD,169.08,2013-05-08
Community Based Services,Transport,Public Transport and Taxi Fares,148001223,14,201302,CLICK TRAVEL LTD,149.93,2013-05-08
Community Based Services,Transport,Public Transport and Taxi Fares,148001223,15,201302,CLICK TRAVEL LTD,149.93,2013-05-08
Community Based Services,Transport,Public Transport and Taxi Fares,148001223,16,201302,CLICK TRAVEL LTD,149.93,2013-05-08
Community Based Services,Transport,Public Transport and Taxi Fares,148001712,18,201302,CLICK TRAVEL LTD,170.16,2013-05-16
Community Based Services,Transport,Public Transport and Taxi Fares,148001712,19,201302,CLICK TRAVEL LTD,170.16,2013-05-16
Community Based Services,Supplies and Services,Other Running Costs,148001720,1,201302,MARSH LTD,35661.69,2013-05-16
Community Based Services,Transport,Public Transport and Taxi Fares,148001274,27,201302,CLICK TRAVEL LTD,72.29,2013-05-09
Community Based Services,Employees,Indirect Employee Expenses,148002432,1,201302,TYNE & WEAR PENSION FUND,6755.96,2013-05-31
Community Based Services,Transport,Car Allowances,148002493,15,201302,COMMONWHEELS CIC,4.20,2013-05-31
Community Based Services,Transport,Car Allowances,148002493,16,201302,COMMONWHEELS CIC,4.65,2013-05-31
Community Based Services,Transport,Car Allowances,148002494,38,201302,COMMONWHEELS CIC,10.00,2013-05-31
Community Based Services,Supplies and Services,Other Running Costs,40999134,1,201302,SAFE PARTNERSHIP LIMITED,435.00,2013-05-08
Community Based Services,Supplies and Services,Other Running Costs,40999316,1,201302,NETWORK TICKETING LTD,965.40,2013-05-08
Community Based Services,Supplies and Services,Other Running Costs,147000191,1,201302,PARATUS AMC LTD,896.05,2013-05-03
Community Based Services,Supplies and Services,Other Running Costs,147000433,1,201302,C & A WINCHESTER,500.00,2013-05-30
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",147000225,1,201302,REDACTED - Personal Information,450.00,2013-05-10
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43731587,0,201302,GAMELAN AT  WORK,2000.00,2013-05-24
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41000701,1,201302,REDACTED - Personal Information,500.00,2013-05-16
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41001847,1,201302,REDACTED - Personal Information,480.00,2013-05-28
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43732322,0,201302,REDACTED - Personal Information,1650.00,2013-05-24
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",40999636,1,201302,H SCHELL,1250.00,2013-05-07
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41000700,1,201302,REDACTED - Personal Information,1000.00,2013-05-16
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41000986,1,201302,REDACTED - Personal Information,450.00,2013-05-16
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41001007,1,201302,REDACTED - Personal Information,1250.00,2013-05-16
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",41001008,1,201302,REDACTED - Personal Information,750.00,2013-05-16
Community Based Services,Supplies and Services,Advertising,43729410,0,201302,CRACK LTD,380.00,2013-05-01
Community Based Services,Third Party Payments,Third Party Payments,40998864,1,201302,BALTIC FLOUR MILLS VISUAL ARTS TRUST,96346.75,2013-05-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40002340,1,201302,MHG SUPPLIES LTD,600.00,2013-05-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40999720,1,201302,SOLUTIONS FOR LEISURE,633.60,2013-05-20
Community Based Services,Supplies and Services,"Printing, Stationery etc",41000801,1,201302,PLASTIC CARD SERVICES LTD,1602.00,2013-05-16
Community Based Services,Supplies and Services,Comms & Computing,41001615,1,201302,EXPERIAN Q A S LTD,2448.53,2013-05-24
Community Based Services,Supplies and Services,Comms & Computing,43729592,0,201302,CORE BUSINESS SYSTEMS LTD,3289.00,2013-05-13
Community Based Services,Supplies and Services,Comms & Computing,43729600,0,201302,XN LEISURE SYSTEMS LIMITED,22853.64,2013-05-13
Community Based Services,Premises,Ground Maint,40999118,1,201302,LINDUM SEEDED TURF LTD,420.00,2013-05-08
Community Based Services,Premises,Ground Maint,43730585,0,201302,IRRIGATION CONTROL LTD,366.30,2013-05-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41000774,1,201302,WASHINGTON METALWORKS LTD,550.00,2013-05-15
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43731491,0,201302,COMPETITION LINE UK LTD,3835.00,2013-05-24
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41000218,1,201302,SERVICE 2000 COMMERCIAL LTD,375.00,2013-05-15
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41000272,1,201302,NATIONWIDE SPLICING/ROPE SERVS,495.50,2013-05-15
Community Based Services,Supplies and Services,Catering & Provisions,40999405,1,201302,HOLLAND FOOD SERVICES,650.02,2013-05-07
Community Based Services,Supplies and Services,Catering & Provisions,41000696,1,201302,HOLLAND FOOD SERVICES,446.99,2013-05-15
Community Based Services,Supplies and Services,Catering & Provisions,41001085,1,201302,HOLLAND FOOD SERVICES,417.65,2013-05-20
Community Based Services,Supplies and Services,Catering & Provisions,147000205,1,201302,BATLEYS LTD,233.30,2013-05-07
Community Based Services,Supplies and Services,Catering & Provisions,147000205,2,201302,BATLEYS LTD,270.49,2013-05-07
Community Based Services,Supplies and Services,Catering & Provisions,40999453,1,201302,GM PACKAGING UK LTD,568.70,2013-05-07
Community Based Services,Premises,Energy,40003039,1,201302,ENER-G COMBINED POWER LTD,1761.33,2013-05-21
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41001834,1,201302,BRENNTAG UK LTD,530.80,2013-05-29
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40002960,1,201302,BRENNTAG UK LTD,530.80,2013-05-21
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40998990,1,201302,DE LAGE LANDEN LEASING LTD,1870.75,2013-05-21
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41001536,1,201302,ING LEASE UK LTD,428.00,2013-05-24
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",40002967,3,201302,REDACTED - Personal Information,135.00,2013-05-21
Community Based Services,Premises,Energy,40003041,1,201302,ENER-G COMBINED POWER LTD,1732.04,2013-05-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43732317,0,201302,BUNZL CLEANING & HYGIENE SUPPLIES,361.60,2013-05-24
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41000403,1,201302,BRENNTAG UK LTD,603.31,2013-05-13
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40004193,1,201302,ING LEASE UK LTD,450.00,2013-05-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41000404,1,201302,ING LEASE UK LTD,360.00,2013-05-13
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41001604,1,201302,BROOKFORGE LTD,992.10,2013-05-23
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43731509,0,201302,LIFE FITNESS (UK) LTD,518.16,2013-05-24
Community Based Services,Supplies and Services,Catering & Provisions,40003324,1,201302,BATLEYS LTD,242.00,2013-05-08
Community Based Services,Supplies and Services,Catering & Provisions,40003324,2,201302,BATLEYS LTD,241.57,2013-05-08
Community Based Services,Supplies and Services,Catering & Provisions,40003328,1,201302,HOLLAND FOOD SERVICES,423.47,2013-05-08
Community Based Services,Supplies and Services,Catering & Provisions,40999361,1,201302,BATLEYS LTD,488.42,2013-05-08
Community Based Services,Supplies and Services,Catering & Provisions,41000390,1,201302,BATLEYS LTD,388.83,2013-05-13
Community Based Services,Supplies and Services,Catering & Provisions,41000390,2,201302,BATLEYS LTD,221.87,2013-05-13
Community Based Services,Supplies and Services,Catering & Provisions,41000400,1,201302,COCA-COLA ENTERPRISES LTD,458.94,2013-05-13
Community Based Services,Supplies and Services,Catering & Provisions,41000405,1,201302,COCA-COLA ENTERPRISES LTD,583.95,2013-05-13
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40001743,1,201302,CLOCKWORK AUDIO VISUAL LTD,460.00,2013-05-16
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730640,0,201302,AV WORKS LTD,470.00,2013-05-14
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",40002967,1,201302,REDACTED - Personal Information,125.00,2013-05-21
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",40999084,1,201302,COMPETITION LINE UK LTD,23198.74,2013-05-21
Community Based Services,Premises,Energy,40003038,1,201302,ENER-G COMBINED POWER LTD,1611.93,2013-05-21
Community Based Services,Premises,Energy,40003040,1,201302,ENER-G COMBINED POWER LTD,1778.40,2013-05-21
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40002959,1,201302,BRENNTAG UK LTD,826.40,2013-05-21
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43731620,0,201302,GYMNASTICS ENTERPRISES LTD,407.00,2013-05-30
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40003382,1,201302,OLYMPIC PRODUCTS,2577.96,2013-05-09
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40999063,1,201302,DE LAGE LANDEN LEASING LTD,2408.87,2013-05-07
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43731024,0,201302,SPORTING LEISURE LTD,616.51,2013-05-31
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43731494,0,201302,NLS SECURITY LTD,410.80,2013-05-30
Community Based Services,Supplies and Services,"Furn, Equip & Mats",41000996,1,201302,BRENNTAG UK LTD,603.31,2013-05-16
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40999714,1,201302,DE LAGE LANDEN LEASING LTD,2120.61,2013-05-09
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730565,0,201302,TECHNOGYM UK LTD,8381.50,2013-05-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730603,0,201302,TECHNOGYM UK LTD,8381.50,2013-05-30
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",40002967,2,201302,REDACTED - Personal Information,162.50,2013-05-21
Community Based Services,Premises,Cleaning,40003388,1,201302,PHS GROUP PLC,689.24,2013-05-20
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43729598,0,201302,MONDO UK LTD,1794.23,2013-05-03
Community Based Services,Supplies and Services,"Furn, Equip & Mats",147000197,1,201302,123 HIRE LIMITED,1000.00,2013-05-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43729594,0,201302,ABBEY JOINERY N.E. LTD,540.00,2013-05-03
Community Based Services,Supplies and Services,Comms & Computing,43729598,1,201302,MONDO UK LTD,210.00,2013-05-03
Community Based Services,Supplies and Services,Advertising,41001037,1,201302,CBS OUTDOOR,3193.00,2013-05-15
Community Based Services,Supplies and Services,Advertising,43732307,0,201302,BAY MEDIA LTD,6604.00,2013-05-28
Community Based Services,Supplies and Services,Other Running Costs,41001857,1,201302,WHITE LINE SERVICES INTERNATIONAL LTD,3260.00,2013-05-28
Community Based Services,Supplies and Services,Other Running Costs,41000367,1,201302,JOHN NIXON LTD,600.00,2013-05-13
Community Based Services,Transport,Car Allowances,148002493,6,201302,COMMONWHEELS CIC,57.50,2013-05-31
Community Based Services,Supplies and Services,Other Running Costs,40999465,1,201302,AV WORKS LTD,610.00,2013-05-07
Community Based Services,Supplies and Services,Other Running Costs,40999467,1,201302,HATTON TRAFFIC MANAGEMENT LTD,945.00,2013-05-07
Community Based Services,Supplies and Services,Other Running Costs,41000998,1,201302,LOWDON'S OF SUNNISIDE,630.00,2013-05-15
Community Based Services,Supplies and Services,Other Running Costs,41001003,1,201302,ALAN FAIRBAIRN MARQUEE HIRE,4924.00,2013-05-15
Community Based Services,Supplies and Services,Other Running Costs,147000185,1,201302,N.A.F.A.S,737.59,2013-05-07
Community Based Services,Premises,Rep & Maint,40000893,1,201302,REDACTED - Personal Information,936.00,2013-05-21
Community Based Services,Premises,Rep & Maint,40003961,1,201302,L & G PLANT HIRE AND SALES,3150.00,2013-05-20
Community Based Services,Premises,Rep & Maint,40003962,1,201302,L & G PLANT HIRE AND SALES,2625.00,2013-05-20
Community Based Services,Premises,Rep & Maint,40003964,1,201302,L & G PLANT HIRE AND SALES,1377.11,2013-05-20
Community Based Services,Premises,Rep & Maint,40003965,1,201302,L & G PLANT HIRE AND SALES,1995.27,2013-05-20
Community Based Services,Premises,Rep & Maint,40003967,1,201302,L & G PLANT HIRE AND SALES,2050.00,2013-05-20
Community Based Services,Premises,Rep & Maint,40003968,1,201302,L & G PLANT HIRE AND SALES,3778.49,2013-05-20
Community Based Services,Premises,Rep & Maint,40998826,1,201302,ABBEY TREE SURGEONS,2000.00,2013-05-20
Community Based Services,Third Party Payments,Third Party Payments,41000192,1,201302,MARK CONNELLY PRACTICAL CONSERVATION MANAGEMENT,1600.00,2013-05-20
Community Based Services,Third Party Payments,Third Party Payments,41000193,1,201302,MARK CONNELLY PRACTICAL CONSERVATION MANAGEMENT,1600.00,2013-05-20
Community Based Services,Third Party Payments,Third Party Payments,41001057,1,201302,REDACTED - Personal Information,300.00,2013-05-20
Community Based Services,Third Party Payments,Third Party Payments,41000192,2,201302,MARK CONNELLY PRACTICAL CONSERVATION MANAGEMENT,650.00,2013-05-20
Community Based Services,Third Party Payments,Third Party Payments,41000193,2,201302,MARK CONNELLY PRACTICAL CONSERVATION MANAGEMENT,650.00,2013-05-20
Community Based Services,Third Party Payments,Third Party Payments,41001057,2,201302,REDACTED - Personal Information,461.20,2013-05-20
Community Based Services,Transport,Car Allowances,148002494,7,201302,COMMONWHEELS CIC,5.85,2013-05-31
Community Based Services,Transport,Car Allowances,148002494,8,201302,COMMONWHEELS CIC,83.88,2013-05-31
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43729400,0,201302,PICTURES TO SHARE,597.00,2013-05-02
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730725,0,201302,ASKEWS LIBRARY SERVICES LTD,3006.53,2013-05-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730727,0,201302,ASKEWS LIBRARY SERVICES LTD,3026.55,2013-05-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730729,0,201302,ASKEWS LIBRARY SERVICES LTD,5646.77,2013-05-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730731,0,201302,ASKEWS LIBRARY SERVICES LTD,6832.88,2013-05-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730731,1,201302,ASKEWS LIBRARY SERVICES LTD,10.08,2013-05-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730735,0,201302,ULVERSCROFT LARGE PRINT BOOKS,475.56,2013-05-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43731626,0,201302,ASKEWS LIBRARY SERVICES LTD,10197.48,2013-05-22
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43731626,1,201302,ASKEWS LIBRARY SERVICES LTD,20.34,2013-05-22
Community Based Services,Supplies and Services,Comms & Computing,43730448,1,201302,DELL COMPUTER CORPORATION LTD,3950.91,2013-05-14
Community Based Services,Supplies and Services,Comms & Computing,43730448,2,201302,DELL COMPUTER CORPORATION LTD,1119.25,2013-05-14
Community Based Services,Supplies and Services,Other Running Costs,43731479,0,201302,PROQUEST INFO & LEARNING LTD,2680.00,2013-05-21
Community Based Services,Supplies and Services,Other Running Costs,43731481,0,201302,PROQUEST INFO & LEARNING LTD,2290.00,2013-05-21
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730463,0,201302,SUPPLIES TEAM LTD,328.90,2013-05-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43730463,1,201302,SUPPLIES TEAM LTD,327.09,2013-05-14
Community Based Services,Supplies and Services,"Printing, Stationery etc",43732313,0,201302,SUPPLIES TEAM LTD,409.36,2013-05-24
Community Based Services,Supplies and Services,"Printing, Stationery etc",43732313,1,201302,SUPPLIES TEAM LTD,16.44,2013-05-24
Community Based Services,Supplies and Services,Comms & Computing,147000283,1,201302,PITNEY BOWES PURCHASE POWER,3000.00,2013-05-28
Community Based Services,Supplies and Services,Comms & Computing,43731588,0,201302,CAPITA BUSINESS SERVICES LTD,422.00,2013-05-24
Community Based Services,Supplies and Services,Comms & Computing,43730214,0,201302,NCC SERVICES LTD,600.00,2013-05-13
Community Based Services,Transport,Public Transport and Taxi Fares,148001713,2,201302,CLICK TRAVEL LTD,411.88,2013-05-16
Community Based Services,Employees,Indirect Employee Expenses,41002331,1,201302,EDUTAINMENT BY DON SWEENEY,3200.00,2013-05-29
Community Based Services,Third Party Payments,Third Party Payments,41001991,1,201302,HEALTH DIAGNOSTICS LTD,7620.00,2013-05-29
Community Based Services,Third Party Payments,Third Party Payments,41001993,1,201302,HEALTH DIAGNOSTICS LTD,15454.90,2013-05-29
Community Based Services,Third Party Payments,Third Party Payments,41001995,1,201302,HEALTH DIAGNOSTICS LTD,810.00,2013-05-29
Community Based Services,Third Party Payments,Third Party Payments,41000305,1,201302,J BROWN T/A JB CONSULTANCY,2160.00,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41001989,1,201302,CYCLE TREX LTD,2350.00,2013-05-29
Community Based Services,Third Party Payments,Third Party Payments,41000251,1,201302,NECA SERVICES LTD,19700.00,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,40999393,1,201302,TYNESIDE RAPE CRISIS CENTRE,2679.25,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41001743,1,201302,NORTHUMBRIA UNIVERSITY,40000.00,2013-05-24
Community Based Services,Third Party Payments,Third Party Payments,41000419,1,201302,GATESHEAD CARERS ASSOC.,9257.75,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41002001,1,201302,FIRST CONTACT CLINICAL COMMUNITY INTEREST COMPANY,11700.00,2013-05-29
Community Based Services,Third Party Payments,Third Party Payments,41001943,1,201302,NECA,6594.50,2013-05-31
Community Based Services,Third Party Payments,Third Party Payments,43730133,1,201302,TURNING POINT SERVICES LTD,21650.00,2013-05-15
Community Based Services,Third Party Payments,Third Party Payments,43730134,1,201302,TURNING POINT SERVICES LTD,2708.50,2013-05-15
Community Based Services,Third Party Payments,Third Party Payments,43730135,1,201302,TURNING POINT SERVICES LTD,33358.25,2013-05-15
Community Based Services,Third Party Payments,Third Party Payments,43730135,2,201302,TURNING POINT SERVICES LTD,44864.75,2013-05-15
Community Based Services,Third Party Payments,Third Party Payments,43730136,1,201302,TURNING POINT SERVICES LTD,59846.50,2013-05-15
Community Based Services,Third Party Payments,Third Party Payments,40999693,1,201302,BEACON VIEW MEDICAL CENTRE,555.00,2013-05-08
Community Based Services,Third Party Payments,Third Party Payments,40999696,1,201302,BENSHAM FAMILY PRACTICE,455.00,2013-05-08
Community Based Services,Third Party Payments,Third Party Payments,40999704,1,201302,CRAWCROOK MEDICAL CENTRE,473.00,2013-05-08
Community Based Services,Third Party Payments,Third Party Payments,40999805,1,201302,WHICKHAM COTTAGE MEDICAL CENTRE,495.00,2013-05-08
Community Based Services,Third Party Payments,Third Party Payments,41000664,1,201302,BOOTS THE CHEMIST LTD,641.50,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41000669,1,201302,BOOTS THE CHEMIST LTD,480.00,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41000698,1,201302,LLOYDS PHARMACY,507.50,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41000706,1,201302,LLOYDS PHARMACY,700.00,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41000958,1,201302,FAIRMAN CHEMISTS LTD T/A NUMARK PHARMACY,842.00,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41000965,1,201302,R G YOUNG PHARMACY,430.00,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41000974,1,201302,L ROWLAND & CO RETAIL LTD,485.00,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41000017,1,201302,YOUR VOICE COUNTS,1052.52,2013-05-21
Community Based Services,Third Party Payments,Third Party Payments,60020200,158,201302,KEIRO LTD,4800.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,267,201302,COMMUNITY INTEGRATED CARE,9434.84,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,355,201302,FOUR SEASONS HEALTHCARE LTD,1568.16,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,362,201302,FOUR SEASONS HEALTHCARE LTD,3222.08,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,738,201302,FOUR SEASONS HEALTHCARE LTD,315.20,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,189,201302,KEIRO LTD,443.52,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,364,201302,FOUR SEASONS HEALTHCARE LTD,610.40,2013-05-23
Community Based Services,Premises,Rent,41001115,1,201302,BERNICIA GROUP LTD,2178.28,2013-05-16
Community Based Services,Premises,Rent,41001116,1,201302,BERNICIA GROUP LTD,2382.64,2013-05-16
Community Based Services,Premises,Rent,41001117,1,201302,BERNICIA GROUP LTD,2382.64,2013-05-16
Community Based Services,Premises,Rent,41001118,1,201302,BERNICIA GROUP LTD,2142.79,2013-05-16
Community Based Services,Third Party Payments,Third Party Payments,41000447,2,201302,INTERACTIVE DEVELOPMENT LTD,371.83,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000448,1,201302,INTERACTIVE DEVELOPMENT LTD,19487.81,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000449,1,201302,INTERACTIVE DEVELOPMENT LTD,12013.29,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000572,2,201302,COQUET TRUST,14101.96,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000573,1,201302,LIFEWAYS COMMUNITY CARE,26095.19,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000588,2,201302,COMMUNITY INTEGRATED CARE,14923.50,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000588,3,201302,COMMUNITY INTEGRATED CARE,6926.30,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000588,4,201302,COMMUNITY INTEGRATED CARE,14355.74,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000588,5,201302,COMMUNITY INTEGRATED CARE,17311.06,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000588,6,201302,COMMUNITY INTEGRATED CARE,20697.96,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000588,7,201302,COMMUNITY INTEGRATED CARE,8631.42,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000588,8,201302,COMMUNITY INTEGRATED CARE,6933.92,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000588,9,201302,COMMUNITY INTEGRATED CARE,5690.56,2013-05-14
Community Based Services,Third Party Payments,Third Party Payments,41000588,10,201302,COMMUNITY INTEGRATED CARE,13208.47,2013-05-14
