Strgrp(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Central Services,Supplies and Services,Comms & Computing,42357511,9,201205,ROYAL MAIL,618.36,2012-08-15
Central Services,Supplies and Services,Comms & Computing,42357512,11,201205,ROYAL MAIL,1133.53,2012-08-15
Central Services,Supplies and Services,Comms & Computing,42357512,6,201205,ROYAL MAIL,321.23,2012-08-15
Central Services,Supplies and Services,Comms & Computing,42357512,7,201205,ROYAL MAIL,271.92,2012-08-15
Central Services,Supplies and Services,Comms & Computing,42357512,8,201205,ROYAL MAIL,33.65,2012-08-15
Central Services,Supplies and Services,Comms & Computing,42357512,12,201205,ROYAL MAIL,50.00,2012-08-15
Central Services,Supplies and Services,Comms & Computing,42357512,10,201205,ROYAL MAIL,271.14,2012-08-15
Central Services,Supplies and Services,Comms & Computing,42357512,9,201205,ROYAL MAIL,579.27,2012-08-15
Central Services,Supplies and Services,Comms & Computing,42357517,3,201205,POSTAGE BY PHONE-PITNEY BOWES,9.00,2012-08-15
Central Services,Supplies and Services,Comms & Computing,42357517,4,201205,POSTAGE BY PHONE-PITNEY BOWES,4000.00,2012-08-15
Central Services,Transport,Public Transport and Taxi Fares,42357549,15,201205,CLICK TRAVEL LTD,17.50,2012-08-15
Central Services,Transport,Public Transport and Taxi Fares,42357549,16,201205,CLICK TRAVEL LTD,17.50,2012-08-15
Central Services,Transport,Public Transport and Taxi Fares,42357549,7,201205,CLICK TRAVEL LTD,136.50,2012-08-15
Central Services,Transport,Public Transport and Taxi Fares,42357549,8,201205,CLICK TRAVEL LTD,83.50,2012-08-15
Central Services,Supplies and Services,Comms & Computing,42358290,2,201205,DELL FINANCIAL SERVICES,5042.02,2012-08-20
Central Services,Supplies and Services,Comms & Computing,42358291,2,201205,DELL FINANCIAL SERVICES,19648.53,2012-08-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",42358294,18,201205,CRIMINAL RECORDS BUREAU,621.00,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42358465,3,201205,TROJAN CONSULTANTS LTD,2697.00,2012-08-20
Central Services,Supplies and Services,Comms & Computing,42358481,2,201205,CABLE & WIRELESS,2659.62,2012-08-20
Central Services,Supplies and Services,Comms & Computing,42358484,4,201205,VIRGIN MEDIA BUSINESS,12.83,2012-08-20
Central Services,Supplies and Services,Comms & Computing,42358484,5,201205,VIRGIN MEDIA BUSINESS,5048.42,2012-08-20
Central Services,Supplies and Services,Comms & Computing,42358484,6,201205,VIRGIN MEDIA BUSINESS,1.62,2012-08-20
Central Services,Supplies and Services,Comms & Computing,42358508,2,201205,VODAFONE CORPORATE LTD,1245.00,2012-08-21
Central Services,Supplies and Services,Comms & Computing,42358679,3,201205,POSTAGE BY PHONE-PITNEY BOWES,9.00,2012-08-22
Central Services,Supplies and Services,Comms & Computing,42358679,4,201205,POSTAGE BY PHONE-PITNEY BOWES,4000.00,2012-08-22
Central Services,Transport,Public Transport and Taxi Fares,42358793,19,201205,CLICK TRAVEL LTD,54.20,2012-08-22
Central Services,Transport,Public Transport and Taxi Fares,42358793,20,201205,CLICK TRAVEL LTD,54.20,2012-08-22
Central Services,Transport,Public Transport and Taxi Fares,42358793,21,201205,CLICK TRAVEL LTD,97.50,2012-08-22
Central Services,Transport,Public Transport and Taxi Fares,42358793,22,201205,CLICK TRAVEL LTD,19.35,2012-08-22
Central Services,Transport,Public Transport and Taxi Fares,42358793,23,201205,CLICK TRAVEL LTD,120.00,2012-08-22
Central Services,Transport,Public Transport and Taxi Fares,42358793,24,201205,CLICK TRAVEL LTD,30.70,2012-08-22
Central Services,Transport,Public Transport and Taxi Fares,42358793,25,201205,CLICK TRAVEL LTD,11.10,2012-08-22
Central Services,Transport,Public Transport and Taxi Fares,42358793,26,201205,CLICK TRAVEL LTD,6.30,2012-08-22
Central Services,Transport,Public Transport and Taxi Fares,42358793,31,201205,CLICK TRAVEL LTD,83.50,2012-08-22
Central Services,Transport,Public Transport and Taxi Fares,42358793,32,201205,CLICK TRAVEL LTD,40.00,2012-08-22
Central Services,Supplies and Services,Comms & Computing,42358865,2,201205,ROYAL MAIL,500.00,2012-08-22
Central Services,Employees,Indirect Employee Expenses,42359192,2,201205,KAPLAN FINANCIAL,1388.34,2012-08-23
Central Services,Support Services,Support Services,42359198,2,201205,CITY OF SUNDERLAND,1524.60,2012-08-23
Central Services,Support Services,Support Services,42359201,2,201205,CITY OF SUNDERLAND,1316.70,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,283,201205,O2 (UK) LTD,30.00,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,284,201205,O2 (UK) LTD,38.06,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,285,201205,O2 (UK) LTD,21.93,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,294,201205,O2 (UK) LTD,26.26,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,290,201205,O2 (UK) LTD,13.15,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,287,201205,O2 (UK) LTD,17.29,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,288,201205,O2 (UK) LTD,15.94,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,289,201205,O2 (UK) LTD,26.00,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,286,201205,O2 (UK) LTD,3.21,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,291,201205,O2 (UK) LTD,594.70,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,292,201205,O2 (UK) LTD,110.66,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,293,201205,O2 (UK) LTD,27.14,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,298,201205,O2 (UK) LTD,236.06,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,296,201205,O2 (UK) LTD,16.22,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,297,201205,O2 (UK) LTD,13.06,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,301,201205,O2 (UK) LTD,13.00,2012-08-23
Central Services,Supplies and Services,Comms & Computing,42359209,300,201205,O2 (UK) LTD,16.80,2012-08-23
Central Services,Employees,Indirect Employee Expenses,42359453,2,201205,N.E. REGIONAL EMPLOYERS ORGANISATION,499.00,2012-08-24
Central Services,Supplies and Services,"Licenses, Housing, Fees",42359456,2,201205,CAPITA BUSINESS SERVICES LTD,350.00,2012-08-24
Central Services,Supplies and Services,"Licenses, Housing, Fees",42359461,2,201205,IN-TRAC TRAINING & CONSULTANCY,1600.00,2012-08-24
Central Services,Supplies and Services,"Licenses, Housing, Fees",42359464,2,201205,UNIVERSITY OF DURHAM,529.90,2012-08-24
Central Services,Supplies and Services,"Furn, Equip & Mats",42359465,2,201205,ROYAL SOCIETY FOR PUBLIC HEALTH,540.00,2012-08-24
Central Services,Supplies and Services,"Furn, Equip & Mats",42359466,2,201205,ROYAL SOCIETY FOR PUBLIC HEALTH,2550.00,2012-08-24
Central Services,Supplies and Services,"Furn, Equip & Mats",42359471,2,201205,ANTALIS MCNAUGHTON LTD,386.40,2012-08-24
Central Services,Supplies and Services,"Licenses, Housing, Fees",42359692,2,201205,ARCH,1669.00,2012-08-28
Central Services,Supplies and Services,"Licenses, Housing, Fees",42359693,2,201205,FIRSTASSIST SERVICES LIMITED,776.00,2012-08-28
Central Services,Supplies and Services,Miscellaneous Supplies,42360049,2,201205,LOOMIS UK LTD,464.63,2012-08-29
Central Services,Supplies and Services,Comms & Computing,42360054,6,201205,NORTHGATEARINSO,9556.25,2012-08-29
Central Services,Supplies and Services,Comms & Computing,42360054,8,201205,NORTHGATEARINSO,20291.50,2012-08-29
Central Services,Supplies and Services,Comms & Computing,42360054,7,201205,NORTHGATEARINSO,375.00,2012-08-29
Central Services,Supplies and Services,Comms & Computing,42360054,10,201205,NORTHGATEARINSO,4554.50,2012-08-29
Central Services,Supplies and Services,Other Running Costs,42360054,9,201205,NORTHGATEARINSO,43526.75,2012-08-29
Central Services,Supplies and Services,Comms & Computing,42360056,3,201205,POSTAGE BY PHONE-PITNEY BOWES,9.00,2012-08-29
Central Services,Supplies and Services,Comms & Computing,42360056,4,201205,POSTAGE BY PHONE-PITNEY BOWES,8000.00,2012-08-29
Central Services,Supplies and Services,Comms & Computing,42360417,11,201205,ROYAL MAIL,734.81,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360417,6,201205,ROYAL MAIL,308.47,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360417,7,201205,ROYAL MAIL,196.68,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360417,8,201205,ROYAL MAIL,43.44,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360417,12,201205,ROYAL MAIL,50.00,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360417,10,201205,ROYAL MAIL,701.90,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360417,9,201205,ROYAL MAIL,1162.44,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360424,11,201205,ROYAL MAIL,1054.17,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360424,6,201205,ROYAL MAIL,412.69,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360424,7,201205,ROYAL MAIL,369.16,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360424,8,201205,ROYAL MAIL,33.61,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360424,12,201205,ROYAL MAIL,50.00,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360424,10,201205,ROYAL MAIL,36.89,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360424,9,201205,ROYAL MAIL,757.01,2012-08-30
Central Services,Supplies and Services,"Licenses, Housing, Fees",42360593,2,201205,MARK BUTCHER ASSOCIATES,833.00,2012-08-30
Central Services,Supplies and Services,"Licenses, Housing, Fees",42360594,2,201205,EQUALITY BUILDERS LIMITED,2400.00,2012-08-30
Central Services,Supplies and Services,Comms & Computing,42360794,11,201205,ROYAL MAIL,791.78,2012-08-31
Central Services,Supplies and Services,Comms & Computing,42360794,6,201205,ROYAL MAIL,255.55,2012-08-31
Central Services,Supplies and Services,Comms & Computing,42360794,7,201205,ROYAL MAIL,67.63,2012-08-31
Central Services,Supplies and Services,Comms & Computing,42360794,8,201205,ROYAL MAIL,25.11,2012-08-31
Central Services,Supplies and Services,Comms & Computing,42360794,12,201205,ROYAL MAIL,50.00,2012-08-31
Central Services,Supplies and Services,Comms & Computing,42360794,10,201205,ROYAL MAIL,1743.61,2012-08-31
Central Services,Supplies and Services,Comms & Computing,42360794,9,201205,ROYAL MAIL,584.67,2012-08-31
Central Services,Purchase of Equipment,,43694555,2,201205,VIRGIN MEDIA BUSINESS,1165.00,2012-08-01
Central Services,Supplies and Services,"Licenses, Housing, Fees",43694592,2,201205,FIRSTASSIST SERVICES LIMITED,776.00,2012-08-01
Central Services,Supplies and Services,Comms & Computing,43694658,2,201205,DELL COMPUTER CORPORATION LTD,11508.12,2012-08-01
Central Services,Supplies and Services,Comms & Computing,43694659,2,201205,DELL COMPUTER CORPORATION LTD,2003.60,2012-08-01
Central Services,Supplies and Services,Comms & Computing,43694661,2,201205,DELL COMPUTER CORPORATION LTD,863.96,2012-08-01
Central Services,Supplies and Services,Comms & Computing,43694786,2,201205,PHOENIX SOFTWARE LTD,1109.15,2012-08-03
Central Services,Purchase of Equipment,,43694789,2,201205,VIRGIN MEDIA BUSINESS,1068.00,2012-08-03
Central Services,Supplies and Services,Comms & Computing,43694792,2,201205,MLL TELECOM LTD,10298.00,2012-08-03
Central Services,Purchase of Equipment,,43694793,2,201205,VIRGIN MEDIA BUSINESS,3139.08,2012-08-03
Central Services,Supplies and Services,Miscellaneous Supplies,43694795,2,201205,SUPPLIES TEAM LTD,1706.15,2012-08-03
Central Services,Purchase of Equipment,,43694796,2,201205,VIRGIN MEDIA BUSINESS,100875.00,2012-08-03
Central Services,Purchase of Equipment,,43694797,3,201205,VIRGIN MEDIA BUSINESS,3489.00,2012-08-03
Central Services,Purchase of Equipment,,43694797,4,201205,VIRGIN MEDIA BUSINESS,999.00,2012-08-03
Central Services,Purchase of Equipment,,43694801,2,201205,VIRGIN MEDIA BUSINESS,2289.00,2012-08-03
Central Services,Purchase of Equipment,,43694803,2,201205,PROBRAND LTD,818.24,2012-08-03
Central Services,Supplies and Services,Comms & Computing,43694806,2,201205,FULL CONTROL NETWORKS DISTRIBUTION,865.00,2012-08-03
Central Services,Supplies and Services,Comms & Computing,43694807,2,201205,GREY MATTER LTD,970.35,2012-08-03
Central Services,Purchase of Equipment,,43694813,2,201205,CORPORATE COMPUTER SUPPLIES LTD,392.00,2012-08-03
Central Services,Purchase of Equipment,,43694815,2,201205,DELL COMPUTER CORPORATION LTD,6219.84,2012-08-03
Central Services,Purchase of Equipment,,43694816,2,201205,PROBRAND LTD,371.93,2012-08-03
Central Services,Consultants,,43694829,2,201205,UNIT4 BUSINESS SOFTWARE LTD,2550.00,2012-08-03
Central Services,Consultants,,43694831,2,201205,UNIT4 BUSINESS SOFTWARE LTD,3475.00,2012-08-03
Central Services,Consultants,,43694833,2,201205,UNIT4 BUSINESS SOFTWARE LTD,9000.00,2012-08-03
Central Services,Supplies and Services,"Licenses, Housing, Fees",43694842,2,201205,TREATMENT SOLUTIONS,4099.33,2012-08-03
Central Services,Purchase of Equipment,,43694845,2,201205,SIEMENS ENTERPRISE COMMUNICATIONS LTD,1935.00,2012-08-03
Central Services,Supplies and Services,"Licenses, Housing, Fees",43694967,2,201205,MARKET & OPINION RESEARCH INTL. LTD,16957.50,2012-08-06
Central Services,Supplies and Services,"Licenses, Housing, Fees",43694968,2,201205,MARKET & OPINION RESEARCH INTL. LTD,12112.50,2012-08-06
Central Services,Supplies and Services,Comms & Computing,43695057,2,201205,PHOENIX SOFTWARE LTD,1078.00,2012-08-08
Central Services,Supplies and Services,Comms & Computing,43695072,2,201205,SYSCAP LEASING LTD,2408.41,2012-08-08
Central Services,Supplies and Services,Comms & Computing,43695077,2,201205,UNITED CARLTON OFFICE SYSTEMS,450.00,2012-08-08
Central Services,Works,,43695092,2,201205,MARK CONNELLY PRACTICAL CONSERVATION MANAGEMENT,400.00,2012-08-08
Central Services,Supplies and Services,"Printing, Stationery etc",43695102,2,201205,ELANDERS HINDSON LTD,8823.00,2012-08-08
Central Services,Supplies and Services,"Furn, Equip & Mats",43695103,2,201205,ANTALIS MCNAUGHTON LTD,478.40,2012-08-08
Central Services,Supplies and Services,"Furn, Equip & Mats",43695106,2,201205,ANTALIS MCNAUGHTON LTD,1572.74,2012-08-08
Central Services,Supplies and Services,"Furn, Equip & Mats",43695255,2,201205,R I B A ENTERPRISES LTD,1000.00,2012-08-09
Central Services,Supplies and Services,Comms & Computing,43695270,2,201205,PROBRAND LTD,879.88,2012-08-10
Central Services,Purchase of Equipment,,43695271,2,201205,INSIGHT DIRECT UK LTD,1223.52,2012-08-10
Central Services,Supplies and Services,Miscellaneous Supplies,43695304,2,201205,REDACTED - Personal Information,1125.00,2012-08-10
Central Services,Supplies and Services,Comms & Computing,43695361,2,201205,HANDS FREE COMPUTING LTD,920.00,2012-08-10
Central Services,Supplies and Services,Miscellaneous Supplies,43695383,2,201205,BALTIC FLOUR MILLS VISUAL ARTS TRUST,536.00,2012-08-14
Central Services,Supplies and Services,Miscellaneous Supplies,43695408,2,201205,JANE CHARLES STUDIO GLASS,475.00,2012-08-14
Central Services,Purchase of Equipment,,43695412,2,201205,NTE LTD,741.50,2012-08-16
Central Services,Purchase of Equipment,,43695416,2,201205,AXESS SYSTEMS LTD,7260.00,2012-08-16
Central Services,Supplies and Services,Comms & Computing,43695419,2,201205,PROBRAND LTD,1311.80,2012-08-16
Central Services,Purchase of Equipment,,43695421,2,201205,SOFTCAT,4259.98,2012-08-16
Central Services,Supplies and Services,Comms & Computing,43695425,2,201205,VIRGIN MEDIA BUSINESS,4097.74,2012-08-16
Central Services,Supplies and Services,Comms & Computing,43695669,2,201205,UNITED CARLTON OFFICE SYSTEMS,1687.00,2012-08-17
Central Services,Purchase of Equipment,,43695725,2,201205,VIRGIN MEDIA BUSINESS,6051.00,2012-08-21
Central Services,Supplies and Services,Comms & Computing,43695735,2,201205,COACTIVA ASPIREN LTD,2500.00,2012-08-21
Central Services,Supplies and Services,Miscellaneous Supplies,43695738,2,201205,RENWICK FRAMING,700.00,2012-08-21
Central Services,Supplies and Services,Comms & Computing,43695740,2,201205,TROJAN CONSULTANTS LTD,1680.00,2012-08-21
Central Services,Employees,Agency Staff,43695768,2,201205,JB SKILLCARE LTD,456.00,2012-08-21
Central Services,Employees,Agency Staff,43695776,2,201205,JB SKILLCARE LTD,1056.00,2012-08-21
Central Services,Supplies and Services,"Furn, Equip & Mats",43695778,2,201205,ANTALIS MCNAUGHTON LTD,876.92,2012-08-21
Central Services,Supplies and Services,"Furn, Equip & Mats",43695779,2,201205,ANTALIS MCNAUGHTON LTD,397.44,2012-08-21
Central Services,Supplies and Services,"Licenses, Housing, Fees",43696084,11,201205,IDOX SOFTWARE LIMITED,2500.00,2012-08-24
Central Services,Supplies and Services,Comms & Computing,43696084,14,201205,IDOX SOFTWARE LIMITED,500.00,2012-08-24
Central Services,Supplies and Services,Comms & Computing,43696084,13,201205,IDOX SOFTWARE LIMITED,5000.00,2012-08-24
Central Services,Supplies and Services,"Printing, Stationery etc",43696104,2,201205,IMPRINT CREATIVE PRINT SOLUTIONS,436.86,2012-08-24
Central Services,Supplies and Services,"Printing, Stationery etc",43696106,2,201205,MAGS LASER COMMERCIAL PRINTERS LTD,690.00,2012-08-24
Central Services,Supplies and Services,"Printing, Stationery etc",43696107,2,201205,SIGN PRO LTD,452.00,2012-08-24
Central Services,Supplies and Services,"Printing, Stationery etc",43696108,2,201205,MAGS LASER COMMERCIAL PRINTERS LTD,6729.00,2012-08-24
Central Services,Supplies and Services,"Furn, Equip & Mats",43696113,2,201205,ANTALIS MCNAUGHTON LTD,526.99,2012-08-24
Central Services,Supplies and Services,"Printing, Stationery etc",43696114,2,201205,HILLPRINT MEDIA LTD,2178.00,2012-08-24
Central Services,Supplies and Services,"Printing, Stationery etc",43696115,2,201205,BAKERSHAW PRINT LTD,583.00,2012-08-24
Central Services,Supplies and Services,"Printing, Stationery etc",43696116,2,201205,STATEX PRESS NORTHERN LTD,593.00,2012-08-24
Central Services,Supplies and Services,"Furn, Equip & Mats",43696118,2,201205,MAPLE LEAF DESIGN SUPPLIES,361.40,2012-08-24
Central Services,Supplies and Services,"Furn, Equip & Mats",43696119,2,201205,INKLAND LTD,372.15,2012-08-24
Central Services,Supplies and Services,"Furn, Equip & Mats",43696121,2,201205,ANTALIS MCNAUGHTON LTD,907.33,2012-08-24
Central Services,Supplies and Services,"Furn, Equip & Mats",43696128,2,201205,ANTALIS MCNAUGHTON LTD,1338.00,2012-08-24
Central Services,Supplies and Services,"Printing, Stationery etc",43696133,2,201205,HILLPRINT MEDIA LTD,612.00,2012-08-24
Central Services,Supplies and Services,"Licenses, Housing, Fees",43696141,2,201205,WINNOVATION TRAINING LTD,595.00,2012-08-24
Central Services,Supplies and Services,"Licenses, Housing, Fees",43696276,2,201205,CITY OF SUNDERLAND,5044.31,2012-08-28
Central Services,Supplies and Services,Miscellaneous Supplies,43696277,2,201205,PAYNE SECURITY,658.82,2012-08-28
Central Services,Supplies and Services,"Grants, Contribs & Subs",43696282,2,201205,NORTH EAST CHAMBER OF COMMERCE,2039.00,2012-08-28
Central Services,Supplies and Services,Comms & Computing,43696394,2,201205,DELL FINANCIAL SERVICES,437.96,2012-08-29
Central Services,Supplies and Services,Comms & Computing,43696395,2,201205,DELL FINANCIAL SERVICES,437.96,2012-08-29
Central Services,Supplies and Services,Comms & Computing,43696404,2,201205,DELL COMPUTER CORPORATION LTD,14048.00,2012-08-29
Central Services,Employees,Indirect Employee Expenses,43696405,2,201205,CAPITA BUSINESS SERVICES LTD,1150.00,2012-08-29
Central Services,Supplies and Services,Comms & Computing,43696406,2,201205,ADVANTEX NETWORK SOLUTIONS LTD,3997.45,2012-08-29
Central Services,Supplies and Services,Comms & Computing,43696408,2,201205,PHOENIX SOFTWARE LTD,1047.20,2012-08-29
Central Services,Supplies and Services,Comms & Computing,43696410,2,201205,SMAILES & HANNANT LTD,615.00,2012-08-29
Central Services,Supplies and Services,Comms & Computing,43696411,2,201205,SMAILES & HANNANT LTD,5746.00,2012-08-29
Central Services,Employees,Agency Staff,60091156,19,201205,COMENSURA LTD,736.00,2012-08-01
Central Services,Employees,Agency Staff,60091157,6,201205,COMENSURA LTD,1100.20,2012-08-08
Central Services,Employees,Agency Staff,60091158,18,201205,COMENSURA LTD,1130.55,2012-08-15
Central Services,Employees,Agency Staff,60091159,7,201205,COMENSURA LTD,940.85,2012-08-22
Central Services,Employees,Agency Staff,60091160,12,201205,COMENSURA LTD,948.44,2012-08-29
Community Based Services,Other Costs,,42332211,2,201205,HANDICARE,885.00,2012-08-10
Community Based Services,Supplies and Services,Comms & Computing,42341143,19,201205,BRITISH TELECOM,5.56,2012-08-01
Community Based Services,Supplies and Services,Comms & Computing,42341143,18,201205,BRITISH TELECOM,5.56,2012-08-01
Community Based Services,Supplies and Services,Comms & Computing,42341143,12,201205,BRITISH TELECOM,7.99,2012-08-01
Community Based Services,Third Party Payments,Third Party Payments,42343315,2,201205,KISHARON,8484.24,2012-08-16
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,42352917,2,201205,GATESHEAD LEAM LANE ABC,1962.50,2012-08-02
Community Based Services,Supplies and Services,Comms & Computing,42354105,16,201205,BRITISH TELECOM,16.52,2012-08-02
Community Based Services,Supplies and Services,Comms & Computing,42354105,15,201205,BRITISH TELECOM,16.52,2012-08-02
Community Based Services,Supplies and Services,Comms & Computing,42354105,9,201205,BRITISH TELECOM,18.43,2012-08-02
Community Based Services,Other Costs,,42354252,2,201205,EASIBATHE LTD/EASIACCESS SOLUTIONS,2271.94,2012-08-01
Community Based Services,Other Costs,,42354264,2,201205,EASIBATHE LTD/EASIACCESS SOLUTIONS,2469.21,2012-08-01
