Strgrp(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,40001665,1,201301,ACTION FOR BLIND PEOPLE,1000.00,2013-04-18
Community Based Services,Transport,Public Transport and Taxi Fares,148000067,8,201301,CLICK TRAVEL LTD,9.00,2013-04-04
Community Based Services,Transport,Public Transport and Taxi Fares,148000067,4,201301,CLICK TRAVEL LTD,5.80,2013-04-04
Community Based Services,Transport,Public Transport and Taxi Fares,148000067,11,201301,CLICK TRAVEL LTD,184.32,2013-04-04
Community Based Services,Third Party Payments,Third Party Payments,40001661,1,201301,MENTAL HEALTH MATTERS,7582.50,2013-04-18
Community Based Services,Third Party Payments,Third Party Payments,40001662,1,201301,MENTAL HEALTH MATTERS,5901.25,2013-04-18
Community Based Services,Third Party Payments,Third Party Payments,40001663,1,201301,MENTAL HEALTH MATTERS,18000.00,2013-04-18
Community Based Services,Third Party Payments,Third Party Payments,40001673,1,201301,TYNESIDE MIND,8466.50,2013-04-18
Community Based Services,Third Party Payments,Third Party Payments,40001650,1,201301,CITIZENS ADVICE BUREAU,7620.50,2013-04-17
Community Based Services,Third Party Payments,Third Party Payments,40001652,1,201301,CITIZENS ADVICE BUREAU,50000.00,2013-04-17
Community Based Services,Third Party Payments,Third Party Payments,40001659,1,201301,GVOC,3989.75,2013-04-18
Community Based Services,Third Party Payments,Third Party Payments,40002289,1,201301,PALATINE,23000.00,2013-04-23
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",40001561,1,201301,QUEEN BEES,1152.00,2013-04-23
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",40001570,1,201301,CITIZENS ADVICE BUREAU,602.00,2013-04-23
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",40001848,1,201301,FRIENDS OF WINDY NOOK NATURE PARK,1193.00,2013-04-23
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",40001850,1,201301,FRIENDS OF FELLSIDE SCHOOL,2000.00,2013-04-23
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",40001851,1,201301,CALLENDAR COURT COMMUNITY ASSOCIATION,1200.00,2013-04-30
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",148000684,2,201301,HMCTS,50.00,2013-04-23
Community Based Services,Premises,Energy,40003422,1,201301,NPOWER NORTHERN LTD,664.06,2013-04-25
Community Based Services,Third Party Payments,Third Party Payments,40000555,1,201301,DUNHOLME LTD,559.00,2013-04-15
Community Based Services,Third Party Payments,Third Party Payments,40000555,2,201301,DUNHOLME LTD,140.00,2013-04-15
Community Based Services,Transport,Public Transport and Taxi Fares,148000338,8,201301,CLICK TRAVEL LTD,97.94,2013-04-15
Community Based Services,Transport,Public Transport and Taxi Fares,148000338,9,201301,CLICK TRAVEL LTD,89.86,2013-04-15
Community Based Services,Transport,Public Transport and Taxi Fares,148000338,10,201301,CLICK TRAVEL LTD,124.70,2013-04-15
Community Based Services,Transport,Public Transport and Taxi Fares,148000338,17,201301,CLICK TRAVEL LTD,112.58,2013-04-15
Community Based Services,Transport,Public Transport and Taxi Fares,148000338,18,201301,CLICK TRAVEL LTD,112.58,2013-04-15
Community Based Services,Supplies and Services,Other Running Costs,148000247,1,201301,MARSH LTD,29710.28,2013-04-11
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147000042,1,201301,REDACTED - Personal Information,500.00,2013-04-18
Community Based Services,Supplies and Services,Other Running Costs,147000032,1,201301,ANDREW CRAIG LTD,550.00,2013-04-17
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",147000009,1,201301,REDACTED - Personal Information,450.00,2013-04-15
Community Based Services,Transport,Public Transport and Taxi Fares,148000896,22,201301,CLICK TRAVEL LTD,32.80,2013-04-30
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",40001308,1,201301,REDACTED - Personal Information,2400.00,2013-04-19
Community Based Services,Third Party Payments,Third Party Payments,40000165,1,201301,NORTH MUSIC TRUST,114578.25,2013-04-11
Community Based Services,Premises,Rep & Maint,40003212,1,201301,VEALE-NIXON LTD,5822.00,2013-04-26
Community Based Services,Premises,Cleaning,40003390,1,201301,INITIAL WASHROOM SOLUTIONS,725.08,2013-04-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40004107,1,201301,BUNZL CLEANING & HYGIENE SUPPLIES,695.92,2013-04-26
Community Based Services,Supplies and Services,Catering & Provisions,40002682,1,201301,HOLLAND FOOD SERVICES,551.17,2013-04-23
Community Based Services,Supplies and Services,Catering & Provisions,40002683,1,201301,HOLLAND FOOD SERVICES,491.48,2013-04-23
Community Based Services,Supplies and Services,Catering & Provisions,40003312,1,201301,COCA-COLA ENTERPRISES LTD,774.72,2013-04-26
Community Based Services,Supplies and Services,Catering & Provisions,40004113,1,201301,SIEMENS FINANCIAL SERVICES LTD,656.14,2013-04-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",148000037,1,201301,TRAVELEX UK LTD,794.96,2013-04-03
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40002951,1,201301,ALPHA LIGHTING SERVICES,442.20,2013-04-23
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40004217,1,201301,C-PROBE SYSTEMS LTD,1653.11,2013-04-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40002962,1,201301,BRENNTAG UK LTD,539.68,2013-04-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40003264,1,201301,CRYOSERVICE LTD,381.26,2013-04-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40004214,1,201301,DE LAGE LANDEN LEASING LTD,2408.87,2013-04-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40003263,1,201301,TECHNOGYM UK LTD,590.02,2013-04-26
Community Based Services,Supplies and Services,Other Running Costs,40003610,1,201301,P PLUNKETT TILING CONTRACTORS LTD,1207.27,2013-04-26
Community Based Services,Premises,Energy,40003042,1,201301,ENER-G COMBINED POWER LTD,1749.00,2013-04-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40002961,1,201301,BRENNTAG UK LTD,583.79,2013-04-24
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40002287,1,201301,ING LEASE UK LTD,428.00,2013-04-19
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40004213,1,201301,DE LAGE LANDEN LEASING LTD,2120.61,2013-04-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",40003944,1,201301,TECHNOGYM UK LTD,590.02,2013-04-26
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",40003138,1,201301,CORPORATE & SPORTING EVENTS MANAGMENT LIMITED,28000.00,2013-04-24
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",40003139,1,201301,CORPORATE & SPORTING EVENTS MANAGMENT LIMITED,25000.00,2013-04-24
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",40003140,1,201301,CORPORATE & SPORTING EVENTS MANAGMENT LIMITED,22000.00,2013-04-24
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",40003141,1,201301,CORPORATE & SPORTING EVENTS MANAGMENT LIMITED,20000.00,2013-04-24
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",40003142,1,201301,CORPORATE & SPORTING EVENTS MANAGMENT LIMITED,25000.00,2013-04-24
Community Based Services,Premises,Rep & Maint,40000888,1,201301,REDACTED - Personal Information,1327.60,2013-04-12
Community Based Services,Premises,Rep & Maint,40000889,1,201301,REDACTED - Personal Information,2337.00,2013-04-12
Community Based Services,Premises,Rep & Maint,40000892,1,201301,REDACTED - Personal Information,516.00,2013-04-12
Community Based Services,Premises,Rep & Maint,40000894,1,201301,REDACTED - Personal Information,713.00,2013-04-12
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",40004140,1,201301,POWERLEAGUE,500.00,2013-04-29
Community Based Services,Premises,Rep & Maint,40003657,1,201301,ADT FIRE & SECURITY PLC,452.81,2013-04-26
Community Based Services,Premises,Rep & Maint,40003658,1,201301,ADT FIRE & SECURITY PLC,527.42,2013-04-26
Community Based Services,Premises,Rep & Maint,40003683,1,201301,ADT FIRE & SECURITY PLC,816.91,2013-04-26
Community Based Services,Premises,Rep & Maint,40003684,1,201301,ADT FIRE & SECURITY PLC,842.84,2013-04-26
Community Based Services,Employees,Indirect Employee Expenses,148000068,1,201301,CLICK TRAVEL LTD,5.80,2013-04-04
Community Based Services,Employees,Indirect Employee Expenses,148000068,31,201301,CLICK TRAVEL LTD,43.32,2013-04-04
Community Based Services,Supplies and Services,Comms & Computing,40003353,1,201301,CAPITA BUSINESS SERVICES LTD,47570.90,2013-04-25
Community Based Services,Employees,Indirect Employee Expenses,40001088,1,201301,CANCER RESEARCH UK,2000.00,2013-04-16
Community Based Services,Transport,Public Transport and Taxi Fares,148000640,18,201301,CLICK TRAVEL LTD,315.31,2013-04-19
Community Based Services,Transport,Public Transport and Taxi Fares,148000640,21,201301,CLICK TRAVEL LTD,207.74,2013-04-19
Community Based Services,Third Party Payments,Third Party Payments,40003752,1,201301,SLIMMING WORLD,7546.50,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40003765,1,201301,NERAF,35159.25,2013-04-25
Community Based Services,Third Party Payments,Third Party Payments,40000321,1,201301,YOUR VOICE COUNTS,4625.50,2013-04-09
Community Based Services,Third Party Payments,Third Party Payments,60020100,267,201301,FOUR SEASONS HEALTHCARE LTD,1568.16,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,328,201301,COMMUNITY INTEGRATED CARE,9434.84,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,331,201301,KEIRO LTD,4800.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,942,201301,FOUR SEASONS HEALTHCARE LTD,3222.08,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,861,201301,FOUR SEASONS HEALTHCARE LTD,314.25,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,358,201301,KEIRO LTD,434.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,936,201301,FOUR SEASONS HEALTHCARE LTD,598.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,40000210,1,201301,INTERACTIVE DEVELOPMENT LTD,19246.50,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000213,1,201301,LIFEWAYS COMMUNITY CARE,8698.40,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000214,1,201301,LIFEWAYS COMMUNITY CARE,34793.59,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000215,1,201301,UNITED RESPONSE,7780.04,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000218,2,201301,MENCAP,1255.28,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000218,6,201301,MENCAP,235.83,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000218,7,201301,MENCAP,1709.99,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000218,8,201301,MENCAP,762.80,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000218,9,201301,MENCAP,1421.05,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000221,2,201301,MENCAP,5021.11,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000221,6,201301,MENCAP,943.32,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000221,7,201301,MENCAP,6839.95,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000221,8,201301,MENCAP,3051.20,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000242,1,201301,INTERACTIVE DEVELOPMENT LTD,9861.92,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000243,1,201301,INTERACTIVE DEVELOPMENT LTD,9190.19,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000245,1,201301,UNITED RESPONSE,31120.17,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40002126,1,201301,ST ANNES COMMUNITY SERVICES,6654.15,2013-04-19
Community Based Services,Third Party Payments,Third Party Payments,40002126,2,201301,ST ANNES COMMUNITY SERVICES,3916.60,2013-04-19
Community Based Services,Third Party Payments,Third Party Payments,40002129,1,201301,ST ANNES COMMUNITY SERVICES,15666.40,2013-04-19
Community Based Services,Third Party Payments,Third Party Payments,40002129,2,201301,ST ANNES COMMUNITY SERVICES,26616.60,2013-04-19
Community Based Services,Third Party Payments,Third Party Payments,40002133,1,201301,ST ANNES COMMUNITY SERVICES,15666.40,2013-04-19
Community Based Services,Third Party Payments,Third Party Payments,40002133,2,201301,ST ANNES COMMUNITY SERVICES,26616.60,2013-04-19
Community Based Services,Third Party Payments,Third Party Payments,40002437,1,201301,ST ANNES COMMUNITY SERVICES,6587.31,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002437,2,201301,ST ANNES COMMUNITY SERVICES,5368.97,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002439,1,201301,ST ANNES COMMUNITY SERVICES,26349.24,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002439,2,201301,ST ANNES COMMUNITY SERVICES,21475.88,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002620,1,201301,ST ANNES COMMUNITY SERVICES,26349.24,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002620,2,201301,ST ANNES COMMUNITY SERVICES,21475.88,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002622,1,201301,COQUET TRUST,14101.96,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002627,1,201301,COQUET TRUST,14101.96,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40004325,2,201301,COMMUNITY INTEGRATED CARE,14923.50,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40004325,3,201301,COMMUNITY INTEGRATED CARE,6926.30,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40004325,4,201301,COMMUNITY INTEGRATED CARE,14355.74,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40004325,5,201301,COMMUNITY INTEGRATED CARE,17311.06,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40004325,6,201301,COMMUNITY INTEGRATED CARE,20697.96,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40004325,7,201301,COMMUNITY INTEGRATED CARE,8631.42,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40004325,8,201301,COMMUNITY INTEGRATED CARE,13208.47,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40004325,9,201301,COMMUNITY INTEGRATED CARE,7423.92,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998701,1,201301,UNITED RESPONSE,23340.13,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998706,1,201301,ST ANNES COMMUNITY SERVICES,19761.93,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998706,2,201301,ST ANNES COMMUNITY SERVICES,16106.91,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998706,3,201301,ST ANNES COMMUNITY SERVICES,15666.40,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998706,4,201301,ST ANNES COMMUNITY SERVICES,26616.60,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998725,1,201301,MENCAP,13397.56,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998726,1,201301,COMMUNITY INTEGRATED CARE,17640.66,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998727,1,201301,COMMUNITY INTEGRATED CARE,16883.16,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998729,1,201301,INTERACTIVE DEVELOPMENT LTD,4302.48,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998729,2,201301,INTERACTIVE DEVELOPMENT LTD,145.95,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998731,2,201301,INTERACTIVE DEVELOPMENT LTD,12059.42,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998732,1,201301,CREATIVE SUPPORT,11750.62,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998733,1,201301,CREATIVE SUPPORT,1631.84,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40000228,2,201301,TANGLEWOOD MEWS,28068.35,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40002741,2,201301,TANGLEWOOD MEWS,7017.09,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002750,1,201301,LOCH ARTHUR CAMPHILL COMMUNITY LTD,1402.16,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40998707,2,201301,TANGLEWOOD MEWS,21051.26,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998730,1,201301,INTERACTIVE DEVELOPMENT LTD,19757.76,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,60020100,8,201301,ASHDOWN CARE HOMES LTD,6104.96,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,310,201301,ASHDOWN CARE HOMES LTD,3310.92,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,327,201301,COMMUNITY INTEGRATED CARE,8614.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,341,201301,COMMUNITY INTEGRATED CARE,1947.88,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,356,201301,UNITED RESPONSE,7718.32,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,359,201301,COMMUNITY INTEGRATED CARE,8210.28,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1044,201301,ASHDOWN CARE HOMES LTD,2700.72,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1069,201301,ASHDOWN CARE HOMES LTD,1106.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1111,201301,COMMUNITY INTEGRATED CARE,48522.56,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1133,201301,UNITED RESPONSE,11257.68,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1142,201301,COMMUNITY INTEGRATED CARE,12634.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1146,201301,COMMUNITY INTEGRATED CARE,18272.92,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,252,201301,NORTH YORKSHIRE C.C.,4356.32,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,414,201301,NEWLIFE CARE SERVICES,3673.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,430,201301,PATHWAYS CARE GROUP,3384.01,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,762,201301,CASTLEBECK CARE (TEESDALE) LTD,12240.48,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,790,201301,COMMUNITY INTEGRATED CARE,5594.00,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,199,201301,COMMUNITY INTEGRATED CARE,314.25,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,456,201301,COMMUNITY INTEGRATED CARE,314.25,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,646,201301,PATHWAYS CARE GROUP,406.57,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,687,201301,COMMUNITY INTEGRATED CARE,1061.74,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,691,201301,COMMUNITY INTEGRATED CARE,797.95,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,727,201301,ASHDOWN CARE HOMES LTD,314.25,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,728,201301,ASHDOWN CARE HOMES LTD,314.25,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,733,201301,NEWLIFE CARE SERVICES,483.70,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,40001453,1,201301,PATHWAYS CARE GROUP,1949.60,2013-04-17
Community Based Services,Third Party Payments,Third Party Payments,40001859,1,201301,PATHWAYS CARE GROUP,4992.86,2013-04-18
Community Based Services,Third Party Payments,Third Party Payments,40001860,1,201301,PATHWAYS CARE GROUP,4992.86,2013-04-18
Community Based Services,Third Party Payments,Third Party Payments,40001861,1,201301,PATHWAYS CARE GROUP,7311.00,2013-04-18
Community Based Services,Third Party Payments,Third Party Payments,60020100,10,201301,ASHDOWN CARE HOMES LTD,6402.96,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,13,201301,ASHDOWN CARE HOMES LTD,25709.47,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,14,201301,ASHDOWN CARE HOMES LTD,12873.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,30,201301,COMMUNITY INTEGRATED CARE,14054.44,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,39,201301,THE OAKS,4636.76,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,278,201301,NTW NHS FOUNDATION TRUST,11920.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,333,201301,COMMUNITY INTEGRATED CARE,13594.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,373,201301,KENSINGTON HOUSE,1834.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,374,201301,KENSINGTON HOUSE,1834.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,375,201301,ASHDOWN CARE HOMES LTD,2700.72,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,380,201301,ASPIRE HEALTHCARE LIMITED,10330.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,397,201301,CLIFFORD HOUSE HOMES LTD,13265.16,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,398,201301,CLIFFORD HOUSE HOMES LTD,10769.16,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,953,201301,HEATHER HOUSE,24188.88,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1013,201301,ASPIRE HEALTHCARE LIMITED,12220.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1061,201301,ASHDOWN CARE HOMES LTD,1410.76,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1068,201301,CARELINE LIFESTYLES LTD,5000.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1112,201301,FAIRWAYS,11630.84,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1113,201301,FAIRWAYS,8153.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1132,201301,UNITED RESPONSE,5200.12,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1138,201301,THE OAKS,1957.60,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,69,201301,AUTISM CARE UK 4,72225.87,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,70,201301,MILBURY CARE SERVICES LTD,13247.36,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,75,201301,WILKINSON PARK CARELINE LIFESTYLES (UK) LTD,2439.52,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,80,201301,POSITIVE APPROACH SERVICES LTD,7558.96,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,225,201301,POSITIVE APPROACH SERVICES LTD,2694.44,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,228,201301,CASTLEBECK CARE (TEESDALE) LTD,14528.68,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,230,201301,GAINFORD CARE HOMES,29925.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,235,201301,JANE PERCY HOUSE COMPANY,3228.68,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,237,201301,NORTH EAST AUTISM SOCIETY,9792.64,2013-04-24
