Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq,Period,Supplier ID(T),Amount,Updated
Communities & Environment,Premises,Energy,43878560,0,201508,ENER-G COMBINED POWER LTD,1730.46,2015-11-25
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43875250,0,201508,BUNZL CLEANING & HYGIENE SUPPLIES,368.88,2015-11-06
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43877441,0,201508,BUNZL CLEANING & HYGIENE SUPPLIES,523.75,2015-11-19
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43877780,0,201508,BUNZL CLEANING & HYGIENE SUPPLIES,363.33,2015-11-19
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135092,1,201508,CRYOSERVICE LTD,522.87,2015-11-06
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43874277,0,201508,BRENNTAG UK LTD,604.59,2015-11-25
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135257,1,201508,DE LAGE LANDEN LEASING LTD,2408.87,2015-11-16
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135258,1,201508,DE LAGE LANDEN LEASING LTD,2408.87,2015-11-16
Communities & Environment,Premises,Energy,43874767,0,201508,ENER-G COMBINED POWER LTD,1877.20,2015-11-02
Communities & Environment,Premises,Energy,43878545,0,201508,ENER-G COMBINED POWER LTD,1894.93,2015-11-25
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43875242,0,201508,BRENNTAG UK LTD,459.78,2015-11-04
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41134553,1,201508,DE LAGE LANDEN LEASING LTD,2120.61,2015-11-04
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43878627,0,201508,TECHNOGYM UK LTD,494.36,2015-11-25
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43875094,0,201508,REDACTED - Personal Information,433.60,2015-11-02
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43876721,0,201508,NORTHERN ROOTS,1686.67,2015-11-12
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43878708,0,201508,CRACK LTD,400.00,2015-11-25
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43878712,0,201508,CRACK LTD,600.00,2015-11-25
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41134828,1,201508,REDACTED - Personal Information,500.00,2015-11-03
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41134826,1,201508,REDACTED - Personal Information,450.00,2015-11-03
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41136161,1,201508,REDACTED - Personal Information,1500.00,2015-11-23
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",147022894,1,201508,REDACTED - Personal Information,1375.00,2015-11-10
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41135632,1,201508,REDACTED - Personal Information,2700.00,2015-11-16
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43878957,0,201508,PENSHAW VIEW ENTERPRISES LTD,400.00,2015-11-25
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41136168,1,201508,MY GIDDY AUNT,900.00,2015-11-23
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147022470,1,201508,STARGATE & CROOKHILL COMMUNITY ASSOCIATION,500.00,2015-11-02
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147022806,1,201508,CRAWCROOK & GREENSIDE LOCAL ENVIRONMENT GROUP,3102.00,2015-11-09
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147022806,2,201508,CRAWCROOK & GREENSIDE LOCAL ENVIRONMENT GROUP,1650.00,2015-11-09
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147022806,3,201508,CRAWCROOK & GREENSIDE LOCAL ENVIRONMENT GROUP,500.00,2015-11-09
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147022903,1,201508,THE FELLING HERITAGE GROUP,350.00,2015-11-09
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147022903,2,201508,THE FELLING HERITAGE GROUP,350.00,2015-11-09
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147022903,3,201508,THE FELLING HERITAGE GROUP,350.00,2015-11-09
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147023285,1,201508,BLAYDON YOUTH CLUB,850.00,2015-11-20
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147023286,1,201508,CHOPWELL LADIES CLUB,908.00,2015-11-20
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147023288,1,201508,PARISH OF HIGH SPEN AND ROWLANDS GILL,500.00,2015-11-20
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,4,201508,CLICK TRAVEL LTD,29.08,2015-11-26
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,23,201508,CLICK TRAVEL LTD,0.33,2015-11-26
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43872639,2,201508,KNIGHT KAVANAGH & PAGE,5000.00,2015-11-12
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43872639,1,201508,KNIGHT KAVANAGH & PAGE,7678.60,2015-11-12
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,16,201508,CLICK TRAVEL LTD,96.96,2015-11-26
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,24,201508,CLICK TRAVEL LTD,1.10,2015-11-26
Communities & Environment,Supplies and Services,Comms & Computing,148017647,15,201508,VIRGIN MEDIA PAYMENTS LTD,49.00,2015-11-13
Communities & Environment,Supplies and Services,Comms & Computing,148017647,6,201508,VIRGIN MEDIA PAYMENTS LTD,70.00,2015-11-13
Communities & Environment,Employees,Indirect Employee Expenses,43877166,0,201508,OPENING THE BOOK LTD,650.00,2015-11-16
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41136996,1,201508,MAGNA LARGE PRINT,713.44,2015-11-30
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43875128,0,201508,ASKEWS LIBRARY SERVICES LTD,2974.04,2015-11-02
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43875454,0,201508,ASKEWS LIBRARY SERVICES LTD,1511.37,2015-11-02
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43875690,0,201508,ASKEWS LIBRARY SERVICES LTD,3552.63,2015-11-10
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43876188,0,201508,WF HOWES LTD,430.40,2015-11-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43876919,0,201508,AUTHORS ALOUD UK,432.08,2015-11-16
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43878206,0,201508,ASKEWS LIBRARY SERVICES LTD,4282.03,2015-11-24
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43878978,0,201508,ASKEWS LIBRARY SERVICES LTD,2597.49,2015-11-27
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,2,201508,CLICK TRAVEL LTD,96.96,2015-11-05
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,3,201508,CLICK TRAVEL LTD,521.56,2015-11-05
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,26,201508,CLICK TRAVEL LTD,2.37,2015-11-05
Communities & Environment,Transport,Public Transport and Taxi Fares,148017773,15,201508,CLICK TRAVEL LTD,99.79,2015-11-19
Communities & Environment,Transport,Public Transport and Taxi Fares,148017773,26,201508,CLICK TRAVEL LTD,0.72,2015-11-19
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43878980,0,201508,THOMAS OWEN & SONS LTD,700.50,2015-11-25
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,11,201508,CLICK TRAVEL LTD,88.36,2015-11-05
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,27,201508,CLICK TRAVEL LTD,1.10,2015-11-05
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43875771,0,201508,THE HISTORY WARDROBE,428.00,2015-11-05
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41135631,1,201508,REDACTED - Personal Information,421.50,2015-11-17
Communities & Environment,Supplies and Services,Comms & Computing,43878209,0,201508,INFO TECHNOLOGY SUPPLY LTD,2019.91,2015-11-20
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,4,201508,CLICK TRAVEL LTD,65.84,2015-11-05
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,28,201508,CLICK TRAVEL LTD,4.77,2015-11-05
Communities & Environment,Transport,Public Transport and Taxi Fares,148017648,13,201508,CLICK TRAVEL LTD,433.28,2015-11-13
Communities & Environment,Transport,Public Transport and Taxi Fares,148017648,22,201508,CLICK TRAVEL LTD,3.54,2015-11-13
Communities & Environment,Supplies and Services,Comms & Computing,43877726,0,201508,CCS MEDIA LTD,444.00,2015-11-18
Communities & Environment,Supplies and Services,Comms & Computing,148017647,2,201508,VIRGIN MEDIA PAYMENTS LTD,70.00,2015-11-13
Communities & Environment,Premises,Security & Insurance,41135196,1,201508,WAAGNER BIRO LTD,14240.00,2015-11-09
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,1,201508,CLICK TRAVEL LTD,73.63,2015-11-05
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,33,201508,CLICK TRAVEL LTD,0.77,2015-11-05
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41130449,1,201508,LOCAL GOVERNMENT ASSOC.,780.00,2015-11-02
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41133794,1,201508,PHS GROUP PLC,1805.81,2015-11-02
Communities & Environment,Transport,Car Allowances,148017852,58,201508,COMMONWHEELS CARCLUB CIC,1151.43,2015-11-26
Communities & Environment,Supplies and Services,"Printing, Stationery etc",148017851,9,201508,ROYAL MAIL,53.51,2015-11-26
Communities & Environment,Supplies and Services,Comms & Computing,148017517,9,201508,ROYAL MAIL,686.86,2015-11-05
Communities & Environment,Supplies and Services,Comms & Computing,148017632,7,201508,ROYAL MAIL,69.50,2015-11-12
Communities & Environment,Supplies and Services,Comms & Computing,148017732,9,201508,ROYAL MAIL,757.61,2015-11-17
Communities & Environment,Transport,Public Transport and Taxi Fares,148017773,20,201508,CLICK TRAVEL LTD,126.24,2015-11-19
Communities & Environment,Transport,Public Transport and Taxi Fares,148017773,40,201508,CLICK TRAVEL LTD,0.91,2015-11-19
Communities & Environment,Third Party Payments,Third Party Payments,43878514,0,201508,SITA SOUTH TYNE AND & WEAR LIMITED,2032515.00,2015-11-24
Communities & Environment,Supplies and Services,Comms & Computing,148017647,5,201508,VIRGIN MEDIA PAYMENTS LTD,75.00,2015-11-13
Communities & Environment,Supplies and Services,Comms & Computing,148017647,3,201508,VIRGIN MEDIA PAYMENTS LTD,50.00,2015-11-13
Communities & Environment,Supplies and Services,Comms & Computing,148017647,4,201508,VIRGIN MEDIA PAYMENTS LTD,50.00,2015-11-13
Communities & Environment,Supplies and Services,Comms & Computing,148017647,25,201508,VIRGIN MEDIA PAYMENTS LTD,30.00,2015-11-13
Communities & Environment,Supplies and Services,Other Running Costs,41134791,1,201508,META   LTD,1110.00,2015-11-03
Communities & Environment,Supplies and Services,Other Running Costs,147023456,1,201508,ALL FLOORS (SERVICES) LTD,680.00,2015-11-27
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41130201,1,201508,RIXONWAY KITCHENS LTD,434.48,2015-11-17
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41131011,1,201508,RIXONWAY KITCHENS LTD,433.94,2015-11-30
Communities & Environment,Supplies and Services,Other Running Costs,43874892,0,201508,MCVICKERS  LIMITED,1037.50,2015-11-03
Communities & Environment,Supplies and Services,Other Running Costs,43877274,0,201508,ANGLIAN WINDOWS LTD,2512.43,2015-11-24
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43873738,0,201508,RIXONWAY KITCHENS LTD,447.92,2015-11-04
Communities & Environment,Supplies and Services,Other Running Costs,41131504,1,201508,MARINE SCAFFOLDING LTD,609.00,2015-11-17
Communities & Environment,Supplies and Services,Other Running Costs,43872929,0,201508,KD CEILINGS & PARTITIONS LTD,800.00,2015-11-11
Communities & Environment,Supplies and Services,Other Running Costs,147023139,1,201508,ALL FLOORS (SERVICES) LTD,1365.00,2015-11-17
Communities & Environment,Transport,Contract Hire,41135113,1,201508,WERNICK HIRE LTD,664.29,2015-11-11
Communities & Environment,Supplies and Services,Other Running Costs,147023335,1,201508,ANGLIAN WINDOWS LTD,122427.04,2015-11-25
Communities & Environment,Supplies and Services,Other Running Costs,43873940,0,201508,META   LTD,660.00,2015-11-18
Communities & Environment,Supplies and Services,Other Running Costs,43875109,0,201508,MARINE SCAFFOLDING LTD,1215.00,2015-11-12
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43869146,0,201508,YOUR ELECTRICAL SUPPLIES SERVICE & SOLUTIONS LTD,501.27,2015-11-17
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43877182,0,201508,EDMUNDSON ELECTRICAL LTD,510.00,2015-11-13
Communities & Environment,Employees,Agency Staff,60091140,0,201508,DE POEL MANAGED SERVICES LIMITED,540.33,2015-11-03
Communities & Environment,Employees,Agency Staff,60091140,7,201508,DE POEL MANAGED SERVICES LIMITED,643.43,2015-11-03
Communities & Environment,Employees,Agency Staff,60091141,7,201508,DE POEL MANAGED SERVICES LIMITED,643.06,2015-11-10
Communities & Environment,Employees,Agency Staff,60091141,33,201508,DE POEL MANAGED SERVICES LIMITED,618.25,2015-11-10
Communities & Environment,Employees,Agency Staff,60091142,4,201508,DE POEL MANAGED SERVICES LIMITED,643.06,2015-11-17
Communities & Environment,Employees,Agency Staff,60091142,9,201508,DE POEL MANAGED SERVICES LIMITED,654.00,2015-11-17
Communities & Environment,Employees,Agency Staff,60091143,12,201508,DE POEL MANAGED SERVICES LIMITED,662.72,2015-11-24
Communities & Environment,Employees,Agency Staff,60091143,16,201508,DE POEL MANAGED SERVICES LIMITED,677.82,2015-11-24
Communities & Environment,Transport,Contract Hire,41135114,1,201508,WERNICK HIRE LTD,557.86,2015-11-11
Communities & Environment,Transport,Contract Hire,41135724,1,201508,GAP GROUP LTD,388.08,2015-11-30
Communities & Environment,Supplies and Services,Comms & Computing,148017647,7,201508,VIRGIN MEDIA PAYMENTS LTD,5.00,2015-11-13
Communities & Environment,Supplies and Services,Comms & Computing,148017647,8,201508,VIRGIN MEDIA PAYMENTS LTD,25.00,2015-11-13
Communities & Environment,Supplies and Services,Comms & Computing,148017647,14,201508,VIRGIN MEDIA PAYMENTS LTD,68.00,2015-11-13
Communities & Environment,Supplies and Services,Comms & Computing,148017647,24,201508,VIRGIN MEDIA PAYMENTS LTD,40.00,2015-11-13
Communities & Environment,Transport,Contract Hire,41135312,1,201508,SPEEDY ASSET SERVICES LIMITED,462.00,2015-11-09
Communities & Environment,Transport,Contract Hire,41135313,2,201508,SPEEDY ASSET SERVICES LIMITED,504.00,2015-11-11
Communities & Environment,Transport,Contract Hire,41135164,2,201508,WERNICK HIRE LTD,231.06,2015-11-09
Communities & Environment,Transport,Contract Hire,41135165,2,201508,WERNICK HIRE LTD,433.23,2015-11-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41134784,3,201508,NORTH EAST CONCRETE LTD,109.80,2015-11-02
Communities & Environment,Supplies and Services,Other Running Costs,41135434,1,201508,GEORGE VARDY LTD,753.00,2015-11-17
Communities & Environment,Supplies and Services,Other Running Costs,41135435,1,201508,GEORGE VARDY LTD,561.92,2015-11-17
Communities & Environment,Transport,Vehicles and Plant,43864378,0,201508,WERNICK HIRE LTD,664.28,2015-11-11
Communities & Environment,Transport,Vehicles and Plant,43866243,0,201508,WERNICK HIRE LTD,664.29,2015-11-11
Communities & Environment,Transport,Vehicles and Plant,43876477,0,201508,WERNICK HIRE LTD,664.28,2015-11-11
Communities & Environment,Transport,Contract Hire,41135466,1,201508,JOHN NIXON LTD,512.00,2015-11-13
Communities & Environment,Transport,Contract Hire,41135467,2,201508,JOHN NIXON LTD,80.00,2015-11-13
Communities & Environment,Transport,Contract Hire,41135470,1,201508,JOHN NIXON LTD,32.00,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135580,1,201508,JOBLING PURSER LTD,419.32,2015-11-13
Communities & Environment,Supplies and Services,Other Running Costs,41135433,2,201508,GEORGE VARDY LTD,361.28,2015-11-17
Communities & Environment,Third Party Payments,Third Party Payments,147023137,1,201508,PREMIER ROADMARKINGS LTD,721.50,2015-11-20
Communities & Environment,Third Party Payments,Third Party Payments,147023137,2,201508,PREMIER ROADMARKINGS LTD,2164.50,2015-11-20
Communities & Environment,Transport,Contract Hire,41135314,7,201508,SPEEDY ASSET SERVICES LIMITED,4.00,2015-11-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135688,1,201508,JOBLING PURSER LTD,142.73,2015-11-16
Communities & Environment,Premises,Energy,41135732,1,201508,NORTHERN POWERGRID(NORTH-EAST)LTD,2039.58,2015-11-24
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41134784,2,201508,NORTH EAST CONCRETE LTD,231.00,2015-11-02
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43878360,0,201508,PATHWAY  LIGHTING UK LTD,1770.00,2015-11-24
Communities & Environment,Supplies and Services,Other Running Costs,43873767,0,201508,LINBROOKE SERVICES LTD,1120.00,2015-11-09
Communities & Environment,Supplies and Services,Other Running Costs,43873767,1,201508,LINBROOKE SERVICES LTD,4250.00,2015-11-09
Communities & Environment,Transport,Contract Hire,41135467,1,201508,JOHN NIXON LTD,32.00,2015-11-13
Communities & Environment,Transport,Contract Hire,41135165,1,201508,WERNICK HIRE LTD,231.06,2015-11-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135602,1,201508,JOBLING PURSER LTD,409.21,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135688,3,201508,JOBLING PURSER LTD,453.00,2015-11-16
Communities & Environment,Transport,Contract Hire,41135314,4,201508,SPEEDY ASSET SERVICES LIMITED,20.00,2015-11-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43875902,0,201508,COUPELINE,7311.00,2015-11-24
Communities & Environment,Transport,Contract Hire,41135298,2,201508,SPEEDY ASSET SERVICES LIMITED,200.08,2015-11-09
Communities & Environment,Transport,Contract Hire,41135298,3,201508,SPEEDY ASSET SERVICES LIMITED,200.08,2015-11-09
Communities & Environment,Transport,Contract Hire,41135314,3,201508,SPEEDY ASSET SERVICES LIMITED,20.00,2015-11-09
Communities & Environment,Transport,Contract Hire,41136824,1,201508,HUBBWAY HIRE,264.00,2015-11-30
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135576,3,201508,JOBLING PURSER LTD,354.73,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135601,1,201508,JOBLING PURSER LTD,503.76,2015-11-13
Communities & Environment,Transport,Contract Hire,41135470,2,201508,JOHN NIXON LTD,320.00,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135577,1,201508,JOBLING PURSER LTD,754.49,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135600,1,201508,JOBLING PURSER LTD,938.31,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135601,2,201508,JOBLING PURSER LTD,1495.50,2015-11-13
Communities & Environment,Supplies and Services,Other Running Costs,41135433,1,201508,GEORGE VARDY LTD,880.62,2015-11-17
Communities & Environment,Supplies and Services,Other Running Costs,41135433,3,201508,GEORGE VARDY LTD,912.78,2015-11-17
Communities & Environment,Transport,Contract Hire,41135164,1,201508,WERNICK HIRE LTD,433.23,2015-11-09
Communities & Environment,Supplies and Services,Other Running Costs,41136135,2,201508,GEORGE VARDY LTD,1061.26,2015-11-24
Communities & Environment,Transport,Contract Hire,41135314,5,201508,SPEEDY ASSET SERVICES LIMITED,44.00,2015-11-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135576,2,201508,JOBLING PURSER LTD,119.56,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135577,3,201508,JOBLING PURSER LTD,121.25,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135600,3,201508,JOBLING PURSER LTD,84.20,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135601,4,201508,JOBLING PURSER LTD,122.93,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135602,2,201508,JOBLING PURSER LTD,84.20,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135688,2,201508,JOBLING PURSER LTD,122.93,2015-11-16
Communities & Environment,Transport,Contract Hire,41135298,1,201508,SPEEDY ASSET SERVICES LIMITED,40.02,2015-11-09
Communities & Environment,Transport,Contract Hire,41135467,3,201508,JOHN NIXON LTD,80.00,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135577,2,201508,JOBLING PURSER LTD,252.19,2015-11-13
Communities & Environment,Supplies and Services,Other Running Costs,41136135,1,201508,GEORGE VARDY LTD,699.98,2015-11-24
Communities & Environment,Transport,Contract Hire,41135163,1,201508,WERNICK HIRE LTD,664.29,2015-11-09
Communities & Environment,Transport,Contract Hire,41135467,4,201508,JOHN NIXON LTD,80.00,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135576,4,201508,JOBLING PURSER LTD,339.10,2015-11-13
Communities & Environment,Transport,Contract Hire,41136831,1,201508,HUBBWAY HIRE,74.11,2015-11-30
Communities & Environment,Transport,Contract Hire,41136824,2,201508,HUBBWAY HIRE,220.00,2015-11-30
Communities & Environment,Transport,Contract Hire,41135467,5,201508,JOHN NIXON LTD,80.00,2015-11-13
Communities & Environment,Transport,Contract Hire,41135314,2,201508,SPEEDY ASSET SERVICES LIMITED,132.00,2015-11-09
Communities & Environment,Transport,Contract Hire,41136831,2,201508,HUBBWAY HIRE,321.89,2015-11-30
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135576,1,201508,JOBLING PURSER LTD,168.40,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135577,4,201508,JOBLING PURSER LTD,203.76,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135600,2,201508,JOBLING PURSER LTD,205.45,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135601,3,201508,JOBLING PURSER LTD,207.13,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135602,3,201508,JOBLING PURSER LTD,168.40,2015-11-13
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135688,4,201508,JOBLING PURSER LTD,84.20,2015-11-16
Communities & Environment,Transport,Contract Hire,41135314,1,201508,SPEEDY ASSET SERVICES LIMITED,88.00,2015-11-09
Communities & Environment,Transport,Contract Hire,41135314,6,201508,SPEEDY ASSET SERVICES LIMITED,44.00,2015-11-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41134784,1,201508,NORTH EAST CONCRETE LTD,276.50,2015-11-02
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135688,5,201508,JOBLING PURSER LTD,213.68,2015-11-16
Communities & Environment,Employees,Agency Staff,60091140,34,201508,DE POEL MANAGED SERVICES LIMITED,647.79,2015-11-03
Communities & Environment,Employees,Agency Staff,60091140,38,201508,DE POEL MANAGED SERVICES LIMITED,647.79,2015-11-03
Communities & Environment,Employees,Agency Staff,60091141,22,201508,DE POEL MANAGED SERVICES LIMITED,647.79,2015-11-10
Communities & Environment,Employees,Agency Staff,60091141,26,201508,DE POEL MANAGED SERVICES LIMITED,647.79,2015-11-10
Communities & Environment,Employees,Agency Staff,60091142,38,201508,DE POEL MANAGED SERVICES LIMITED,647.79,2015-11-17
Communities & Environment,Employees,Agency Staff,60091143,41,201508,DE POEL MANAGED SERVICES LIMITED,647.79,2015-11-24
Communities & Environment,Transport,Contract Hire,41135303,1,201508,SPEEDY ASSET SERVICES LIMITED,572.00,2015-11-09
Communities & Environment,Transport,Vehicles and Plant,43864379,0,201508,WERNICK HIRE LTD,603.57,2015-11-26
Communities & Environment,Transport,Contract Hire,41135313,1,201508,SPEEDY ASSET SERVICES LIMITED,24.00,2015-11-11
