Strgrp(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Central Services,Supplies and Services,Comms & Computing,42377166,300,201208,O2 (UK) LTD,19.29,2012-11-08
Central Services,Supplies and Services,Comms & Computing,42377166,303,201208,O2 (UK) LTD,16.98,2012-11-08
Central Services,Supplies and Services,Comms & Computing,42377166,304,201208,O2 (UK) LTD,13.00,2012-11-08
Central Services,Supplies and Services,Comms & Computing,42377166,306,201208,O2 (UK) LTD,14.83,2012-11-08
Central Services,Supplies and Services,"Grants, Contribs & Subs",42377281,4,201208,THE LAW SOCIETY,5232.00,2012-11-08
Central Services,Supplies and Services,"Grants, Contribs & Subs",42377281,3,201208,THE LAW SOCIETY,6104.00,2012-11-08
Central Services,Supplies and Services,"Grants, Contribs & Subs",42377288,2,201208,INST. OF LEGAL EXECUTIVES,1160.00,2012-11-08
Central Services,Third Party Payments,Third Party Payments,42377621,3,201208,NEWCASTLE & GATESHEAD INITIATIVE,33000.00,2012-11-09
Central Services,Supplies and Services,Miscellaneous Supplies,42377621,4,201208,NEWCASTLE & GATESHEAD INITIATIVE,15000.00,2012-11-09
Central Services,Third Party Payments,Third Party Payments,42377622,2,201208,NEWCASTLE & GATESHEAD INITIATIVE,12500.00,2012-11-09
Central Services,Third Party Payments,Third Party Payments,42377623,2,201208,NEWCASTLE & GATESHEAD INITIATIVE,12500.00,2012-11-09
Central Services,Third Party Payments,Third Party Payments,42377624,3,201208,NEWCASTLE & GATESHEAD INITIATIVE,33000.00,2012-11-09
Central Services,Supplies and Services,Miscellaneous Supplies,42377624,4,201208,NEWCASTLE & GATESHEAD INITIATIVE,15000.00,2012-11-09
Central Services,Transport,Public Transport and Taxi Fares,42377626,18,201208,CLICK TRAVEL LTD,118.65,2012-11-09
Central Services,Transport,Public Transport and Taxi Fares,42377626,19,201208,CLICK TRAVEL LTD,118.65,2012-11-09
Central Services,Transport,Public Transport and Taxi Fares,42377626,20,201208,CLICK TRAVEL LTD,8.76,2012-11-09
Central Services,Transport,Public Transport and Taxi Fares,42377626,23,201208,CLICK TRAVEL LTD,205.51,2012-11-09
Central Services,Transport,Public Transport and Taxi Fares,42377626,24,201208,CLICK TRAVEL LTD,205.51,2012-11-09
Central Services,Transport,Public Transport and Taxi Fares,42377626,17,201208,CLICK TRAVEL LTD,54.72,2012-11-09
Central Services,Transport,Public Transport and Taxi Fares,42377626,31,201208,CLICK TRAVEL LTD,168.64,2012-11-09
Central Services,Supplies and Services,Comms & Computing,42377763,2,201208,ENTITLEDTO LTD,4000.00,2012-11-09
Central Services,Supplies and Services,"Licenses, Housing, Fees",42378150,2,201208,HAZEL SIMPSON TRAINING CONSULTANT,465.00,2012-11-12
Central Services,Supplies and Services,"Licenses, Housing, Fees",42378200,2,201208,NORTHUMBRIA UNIVERSITY,2056.50,2012-11-12
Central Services,Employees,Indirect Employee Expenses,42378205,2,201208,NEWCASTLE COLLEGE,1145.00,2012-11-12
Central Services,Employees,Indirect Employee Expenses,42378206,2,201208,NEWCASTLE COLLEGE,905.00,2012-11-12
Central Services,Support Services,Support Services,42378216,2,201208,MAZARS LLP,17226.00,2012-11-12
Central Services,Supplies and Services,"Licenses, Housing, Fees",42378622,2,201208,HASAN ASSOCIATES LTD,1556.44,2012-11-13
Central Services,Supplies and Services,Comms & Computing,42378828,2,201208,PITNEY BOWES LTD,714.00,2012-11-14
Central Services,Supplies and Services,Comms & Computing,42378994,3,201208,VIRGIN MEDIA BUSINESS,1386.07,2012-11-16
Central Services,Supplies and Services,Comms & Computing,42378994,4,201208,VIRGIN MEDIA BUSINESS,597.37,2012-11-16
Central Services,Supplies and Services,Other Running Costs,42379044,2,201208,REDACTED - Personal Information,2282.00,2012-11-15
Central Services,Transport,Public Transport and Taxi Fares,42379047,29,201208,CLICK TRAVEL LTD,108.04,2012-11-15
Central Services,Transport,Public Transport and Taxi Fares,42379047,21,201208,CLICK TRAVEL LTD,54.52,2012-11-15
Central Services,Transport,Public Transport and Taxi Fares,42379047,22,201208,CLICK TRAVEL LTD,54.52,2012-11-15
Central Services,Supplies and Services,Comms & Computing,42379123,27,201208,VIRGIN MEDIA BUSINESS,64.35,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,18,201208,VIRGIN MEDIA BUSINESS,28.55,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,19,201208,VIRGIN MEDIA BUSINESS,28.57,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,20,201208,VIRGIN MEDIA BUSINESS,28.55,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,21,201208,VIRGIN MEDIA BUSINESS,107.37,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,22,201208,VIRGIN MEDIA BUSINESS,62.80,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,23,201208,VIRGIN MEDIA BUSINESS,28.55,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,24,201208,VIRGIN MEDIA BUSINESS,109.47,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,25,201208,VIRGIN MEDIA BUSINESS,124.47,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,26,201208,VIRGIN MEDIA BUSINESS,28.55,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,28,201208,VIRGIN MEDIA BUSINESS,28.55,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379123,37,201208,VIRGIN MEDIA BUSINESS,35.16,2012-11-19
Central Services,Supplies and Services,"Licenses, Housing, Fees",42379126,2,201208,REDACTED - Personal Information,2220.00,2012-11-15
Central Services,Supplies and Services,"Licenses, Housing, Fees",42379714,2,201208,TURN  IT AROUND TRAINING,1500.00,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,27,201208,BRITISH TELECOM,64.35,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,18,201208,BRITISH TELECOM,28.55,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,19,201208,BRITISH TELECOM,28.57,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,20,201208,BRITISH TELECOM,28.55,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,21,201208,BRITISH TELECOM,107.37,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,22,201208,BRITISH TELECOM,62.80,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,23,201208,BRITISH TELECOM,28.55,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,24,201208,BRITISH TELECOM,109.47,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,25,201208,BRITISH TELECOM,124.47,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,26,201208,BRITISH TELECOM,28.55,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,28,201208,BRITISH TELECOM,28.55,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,37,201208,BRITISH TELECOM,35.16,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,43,201208,BRITISH TELECOM,134.52,2012-11-19
Central Services,Supplies and Services,Comms & Computing,42379753,44,201208,BRITISH TELECOM,304.24,2012-11-19
Central Services,Transport,Car Allowances,42379766,62,201208,COMMONWHEELS CIC,16.00,2012-11-20
Central Services,Transport,Car Allowances,42379766,63,201208,COMMONWHEELS CIC,20.25,2012-11-20
Central Services,Transport,Car Allowances,42379766,68,201208,COMMONWHEELS CIC,5.25,2012-11-20
Central Services,Transport,Car Allowances,42379766,109,201208,COMMONWHEELS CIC,108.60,2012-11-20
Central Services,Transport,Car Allowances,42379766,115,201208,COMMONWHEELS CIC,54.30,2012-11-20
Central Services,Transport,Car Allowances,42379766,71,201208,COMMONWHEELS CIC,0.90,2012-11-20
Central Services,Transport,Car Allowances,42379766,72,201208,COMMONWHEELS CIC,3.00,2012-11-20
Central Services,Transport,Car Allowances,42379766,69,201208,COMMONWHEELS CIC,21.75,2012-11-20
Central Services,Transport,Car Allowances,42379766,70,201208,COMMONWHEELS CIC,0.30,2012-11-20
Central Services,Transport,Car Allowances,42379766,66,201208,COMMONWHEELS CIC,86.00,2012-11-20
Central Services,Transport,Car Allowances,42379766,67,201208,COMMONWHEELS CIC,107.25,2012-11-20
Central Services,Transport,Car Allowances,42379766,111,201208,COMMONWHEELS CIC,575.22,2012-11-20
Central Services,Transport,Car Allowances,42379766,117,201208,COMMONWHEELS CIC,287.61,2012-11-20
Central Services,Transport,Car Allowances,42379766,73,201208,COMMONWHEELS CIC,1.65,2012-11-20
Central Services,Transport,Car Allowances,42379766,98,201208,COMMONWHEELS CIC,20.00,2012-11-20
Central Services,Transport,Car Allowances,42379766,64,201208,COMMONWHEELS CIC,49.00,2012-11-20
Central Services,Transport,Car Allowances,42379766,65,201208,COMMONWHEELS CIC,60.75,2012-11-20
Central Services,Transport,Car Allowances,42379766,110,201208,COMMONWHEELS CIC,325.82,2012-11-20
Central Services,Transport,Car Allowances,42379766,116,201208,COMMONWHEELS CIC,162.91,2012-11-20
Central Services,Supplies and Services,Comms & Computing,42379799,2,201208,SIEMENS ENTERPRISE COMMUNICATIONS LTD,725.00,2012-11-21
Central Services,Supplies and Services,Comms & Computing,42379801,2,201208,SIEMENS ENTERPRISE COMMUNICATIONS LTD,725.00,2012-11-21
Central Services,Supplies and Services,"Printing, Stationery etc",42379824,2,201208,CLAVERING STATIONERS,633.00,2012-11-20
Central Services,Supplies and Services,"Licenses, Housing, Fees",42380210,2,201208,REDACTED - Personal Information,500.00,2012-11-21
Central Services,Supplies and Services,"Licenses, Housing, Fees",42380212,2,201208,REDACTED - Personal Information,500.00,2012-11-21
Central Services,Supplies and Services,"Licenses, Housing, Fees",42380217,2,201208,NEW COLLEGE DURHAM,24150.00,2012-11-21
Central Services,Supplies and Services,"Licenses, Housing, Fees",42380220,2,201208,MPH GROUP,486.40,2012-11-21
Central Services,Transport,Public Transport and Taxi Fares,42381054,38,201208,CLICK TRAVEL LTD,178.96,2012-11-23
Central Services,Transport,Public Transport and Taxi Fares,42381054,32,201208,CLICK TRAVEL LTD,202.98,2012-11-23
Central Services,Transport,Public Transport and Taxi Fares,42381054,28,201208,CLICK TRAVEL LTD,29.78,2012-11-23
Central Services,Transport,Public Transport and Taxi Fares,42381054,29,201208,CLICK TRAVEL LTD,29.78,2012-11-23
Central Services,Transport,Public Transport and Taxi Fares,42381054,37,201208,CLICK TRAVEL LTD,122.18,2012-11-23
Central Services,Transport,Public Transport and Taxi Fares,42381054,44,201208,CLICK TRAVEL LTD,279.24,2012-11-23
Central Services,Supplies and Services,Comms & Computing,42381188,2,201208,POSTAGE BY PHONE-PITNEY BOWES,8000.00,2012-11-23
Central Services,Supplies and Services,Comms & Computing,42381421,6,201208,VODAFONE CORPORATE LTD,78.00,2012-11-26
Central Services,Supplies and Services,Comms & Computing,42381421,7,201208,VODAFONE CORPORATE LTD,78.00,2012-11-26
Central Services,Supplies and Services,Comms & Computing,42381421,8,201208,VODAFONE CORPORATE LTD,160.50,2012-11-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42381425,2,201208,NORTHUMBRIA UNIVERSITY,600.00,2012-11-26
Central Services,Supplies and Services,"Licenses, Housing, Fees",42381426,2,201208,NORTHUMBRIA UNIVERSITY,600.00,2012-11-26
Central Services,Premises,Rep & Maint,42381467,2,201208,CLASSIC MASONRY LTD,4310.92,2012-11-27
Central Services,Supplies and Services,"Printing, Stationery etc",42381617,2,201208,CIPFA BUSINESS LIMITED,780.00,2012-11-27
Central Services,Supplies and Services,Comms & Computing,42382368,2,201208,PITNEY BOWES LTD,384.00,2012-11-29
Central Services,Income: Customer and Client Receipts,Customer & Client Receipts,42382373,2,201208,KINGS CHAMBERS,850.00,2012-11-29
Central Services,Supplies and Services,"Licenses, Housing, Fees",42382381,2,201208,DERE STREET BARRISTERS,700.00,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382492,11,201208,ROYAL MAIL,780.34,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382492,12,201208,ROYAL MAIL,66.65,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382492,6,201208,ROYAL MAIL,245.99,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382492,7,201208,ROYAL MAIL,277.20,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382492,8,201208,ROYAL MAIL,17.33,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382492,13,201208,ROYAL MAIL,40.00,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382492,10,201208,ROYAL MAIL,32.48,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382492,9,201208,ROYAL MAIL,493.35,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382494,11,201208,ROYAL MAIL,773.13,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382494,12,201208,ROYAL MAIL,53.04,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382494,6,201208,ROYAL MAIL,311.11,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382494,7,201208,ROYAL MAIL,219.56,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382494,8,201208,ROYAL MAIL,50.18,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382494,13,201208,ROYAL MAIL,50.00,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382494,10,201208,ROYAL MAIL,2410.38,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382494,9,201208,ROYAL MAIL,1162.58,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382496,11,201208,ROYAL MAIL,849.96,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382496,12,201208,ROYAL MAIL,51.77,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382496,6,201208,ROYAL MAIL,388.71,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382496,7,201208,ROYAL MAIL,416.24,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382496,8,201208,ROYAL MAIL,57.71,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382496,13,201208,ROYAL MAIL,60.00,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382496,10,201208,ROYAL MAIL,1212.42,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382496,9,201208,ROYAL MAIL,967.36,2012-11-29
Central Services,Transport,Public Transport and Taxi Fares,42382499,22,201208,CLICK TRAVEL LTD,151.96,2012-11-29
Central Services,Supplies and Services,"Furn, Equip & Mats",42382512,2,201208,PITNEY BOWES LTD,1343.41,2012-11-29
Central Services,Works,,42382517,2,201208,NORTHERN POWERGRID(NORTH-EAST)LTD,829.00,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382806,3,201208,VIRGIN MEDIA BUSINESS,722.49,2012-11-29
Central Services,Supplies and Services,Comms & Computing,42382806,4,201208,VIRGIN MEDIA BUSINESS,640.79,2012-11-29
Central Services,Supplies and Services,Comms & Computing,43706899,2,201208,SOCITM LTD,1550.00,2012-11-02
Central Services,Purchase of Equipment,,43706900,2,201208,TRUSTMARQUE SOLUTIONS LTD,26647.50,2012-11-02
Central Services,Employees,Indirect Employee Expenses,43706901,2,201208,UNIVERSITY OF SUNDERLAND ENTERPRISES,5360.00,2012-11-02
Central Services,Purchase of Equipment,,43706911,2,201208,PHOENIX SOFTWARE LTD,2607.09,2012-11-02
Central Services,Purchase of Equipment,,43706912,3,201208,SIEMENS ENTERPRISE COMMUNICATIONS LTD,387.00,2012-11-02
Central Services,Supplies and Services,Comms & Computing,43706916,2,201208,INSIGHT DIRECT UK LTD,2304.96,2012-11-02
Central Services,Purchase of Equipment,,43706920,2,201208,DELL COMPUTER CORPORATION LTD,2076.33,2012-11-02
Central Services,Supplies and Services,Miscellaneous Supplies,43706924,2,201208,SUPPLIES TEAM LTD,658.34,2012-11-02
Central Services,Supplies and Services,"Printing, Stationery etc",43706985,2,201208,SHAW & SONS LTD,1400.00,2012-11-02
Central Services,Supplies and Services,"Printing, Stationery etc",43706986,2,201208,SHAW & SONS LTD,3211.20,2012-11-02
Central Services,Supplies and Services,"Furn, Equip & Mats",43706989,2,201208,ANTALIS MCNAUGHTON LTD,921.32,2012-11-02
Central Services,Supplies and Services,Miscellaneous Supplies,43706993,2,201208,PAYNE SECURITY,846.56,2012-11-02
Central Services,Supplies and Services,Comms & Computing,43707045,2,201208,CAPITA SOFTWARE SERVICES,53100.00,2012-11-05
Central Services,Supplies and Services,Comms & Computing,43707090,2,201208,DELL COMPUTER CORPORATION LTD,1407.00,2012-11-05
Central Services,Supplies and Services,Comms & Computing,43707100,2,201208,SYSCAP LEASING LTD,952.42,2012-11-05
Central Services,Supplies and Services,Comms & Computing,43707101,2,201208,UNITED CARLTON OFFICE SYSTEMS,2225.00,2012-11-05
Central Services,Supplies and Services,Comms & Computing,43707104,2,201208,DELL COMPUTER CORPORATION LTD,1466.90,2012-11-05
Central Services,Employees,Agency Staff,43707204,2,201208,JB SKILLCARE LTD,456.00,2012-11-06
Central Services,Employees,Agency Staff,43707207,2,201208,JB SKILLCARE LTD,1014.00,2012-11-06
Central Services,Supplies and Services,"Grants, Contribs & Subs",43707446,4,201208,RICS,232.00,2012-11-07
Central Services,Consultants,,43707741,2,201208,UNIT4 BUSINESS SOFTWARE LTD,2200.00,2012-11-08
Central Services,Consultants,,43707743,2,201208,UNIT4 BUSINESS SOFTWARE LTD,23800.00,2012-11-08
Central Services,Supplies and Services,Comms & Computing,43707744,2,201208,UNIT4 BUSINESS SOFTWARE LTD,4927.70,2012-11-08
Central Services,Consultants,,43707759,2,201208,UNIT4 BUSINESS SOFTWARE LTD,6700.00,2012-11-08
Central Services,Supplies and Services,Comms & Computing,43708008,2,201208,UNITED CARLTON OFFICE SYSTEMS,1029.00,2012-11-09
Central Services,Supplies and Services,Comms & Computing,43708009,2,201208,UNITED CARLTON OFFICE SYSTEMS,389.00,2012-11-09
Central Services,Supplies and Services,Comms & Computing,43708011,2,201208,UNITED CARLTON OFFICE SYSTEMS,729.00,2012-11-09
Central Services,Supplies and Services,Comms & Computing,43708012,2,201208,UNITED CARLTON OFFICE SYSTEMS,389.00,2012-11-09
Central Services,Supplies and Services,Comms & Computing,43708013,2,201208,UNITED CARLTON OFFICE SYSTEMS,880.00,2012-11-09
Central Services,Supplies and Services,Comms & Computing,43708014,2,201208,STORMFRONT RETAIL LTD,2740.00,2012-11-09
Central Services,Supplies and Services,Comms & Computing,43708016,2,201208,SMAILES & HANNANT LTD,1980.00,2012-11-09
Central Services,Supplies and Services,Comms & Computing,43708018,2,201208,UNITED CARLTON OFFICE SYSTEMS,890.00,2012-11-09
Central Services,Supplies and Services,Comms & Computing,43708020,2,201208,UNITED CARLTON OFFICE SYSTEMS,1099.00,2012-11-09
Central Services,Supplies and Services,"Licenses, Housing, Fees",43708308,2,201208,MEDIAWORKS ONLINE MARKETING,900.00,2012-11-12
Central Services,Supplies and Services,"Furn, Equip & Mats",43708325,2,201208,ANTALIS MCNAUGHTON LTD,1608.25,2012-11-12
Central Services,Supplies and Services,"Licenses, Housing, Fees",43708327,2,201208,MICHAEL HEPPELL LTD,2700.00,2012-11-12
Central Services,Supplies and Services,"Licenses, Housing, Fees",43708636,2,201208,TREATMENT SOLUTIONS,4099.33,2012-11-13
Central Services,Supplies and Services,"Licenses, Housing, Fees",43708637,2,201208,NCJ MEDIA LTD,830.40,2012-11-13
Central Services,Supplies and Services,"Printing, Stationery etc",43708638,2,201208,MAGS LASER COMMERCIAL PRINTERS LTD,2267.00,2012-11-13
Central Services,Employees,Indirect Employee Expenses,43708821,2,201208,NOMAS,600.00,2012-11-14
Central Services,Supplies and Services,Comms & Computing,43708945,2,201208,QAS LTD,20733.62,2012-11-16
Central Services,Supplies and Services,Comms & Computing,43708954,2,201208,DELL COMPUTER CORPORATION LTD,4129.74,2012-11-16
