Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Expenditure Code,Payment Date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367719/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367720/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367721/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367722/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367724/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367725/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367726/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367727/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367728/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367729/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367730/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367731/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367734/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367801/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367802/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367803/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367804/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367805/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367806/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367807/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367808/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367809/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367811/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367813/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367816/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367818/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367819/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367820/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367821/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367822/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367823/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367825/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367826/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367828/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367829/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367830/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367831/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367835/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367837/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367841/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367842/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367919/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367920/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367921/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367922/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367924/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367925/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367926/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367928/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367929/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367931/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367932/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367934/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367937/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367938/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367939/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367940/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367941/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367942/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367945/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367947/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367948/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367949/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367950/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367951/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367954/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367955/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367957/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367958/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367960/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367961/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,367964/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,368970/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,368974/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,368975/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,368979/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,368987/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,368990/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369002/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369031/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369071/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369110/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369111/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369117/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369123/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369132/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369135/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369138/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369143/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369170/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369174/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369175/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369309/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369320/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,369336/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,371005/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,371086/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,371142/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,371437/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,371477/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,371554/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,372871/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,373740/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,373757/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,373759/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,373761/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,373762/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,374450/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,233.55,367824/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-08,204321,TRAVIS PERKINS,3649935,231.16,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-01,204321,TRAVIS PERKINS,3648715,257.45,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-29,204321,TRAVIS PERKINS,3650376,273.16,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-27,204321,TRAVIS PERKINS,3650503,344.69,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-08,204321,TRAVIS PERKINS,3649937,391.14,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-01,204321,TRAVIS PERKINS,3648713,490.54,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-01,204321,TRAVIS PERKINS,3649518,636.80,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-08,204321,TRAVIS PERKINS,3649936,754.83,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-01,204321,TRAVIS PERKINS,3648719,815.62,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-01,204321,TRAVIS PERKINS,3648717,1189.02,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-08,204321,TRAVIS PERKINS,3649931,1346.38,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-08,204321,TRAVIS PERKINS,3649938,1622.82,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-01,204321,TRAVIS PERKINS,3648718,3767.05,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-08,204321,TRAVIS PERKINS,3649939,4572.12,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-01,204321,TRAVIS PERKINS,3648716,4957.48,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,201,Materials,2022-06-08,204321,TRAVIS PERKINS,3649932,5329.77,IHMT
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-15,230827,WPF SOLUTIONS UK LTD,1813045,5818.26,368918/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,098,Planned Repairs,2022-06-08,222171,YORKSHIRE SEAMLESS GUTTERS UK,1812805,490.00,373652/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,098,Planned Repairs,2022-06-08,222171,YORKSHIRE SEAMLESS GUTTERS UK,1812806,490.00,373655/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,098,Planned Repairs,2022-06-08,222171,YORKSHIRE SEAMLESS GUTTERS UK,1812807,490.00,373487/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,098,Planned Repairs,2022-06-08,222171,YORKSHIRE SEAMLESS GUTTERS UK,1812803,530.00,373121/1
Harrogate Borough Council,Premises,R,Community,Strategic Development,087,Payments to Ext Contractors,2022-06-13,213880,COXON BROTHERS,3650034,450.00,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,263,Marketing/Promotion,2022-06-29,226234,EUCLID LTD,3650085,1092.41,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,263,Marketing/Promotion,2022-06-29,217109,HG MERCHANDISE LTD T/A PG BRANDING LTD,3650103,318.13,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,263,Marketing/Promotion,2022-06-29,214904,INK MONKEY LTD,3650814,284.00,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,263,Marketing/Promotion,2022-06-08,203320,PLATINUM PRINT LTD,3648927,348.00,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,263,Marketing/Promotion,2022-06-29,203320,PLATINUM PRINT LTD,3649878,488.00,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,263,Marketing/Promotion,2022-06-08,203320,PLATINUM PRINT LTD,3648457,874.00,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,263,Marketing/Promotion,2022-06-29,203320,PLATINUM PRINT LTD,3650271,1824.00,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-15,200290,ARCO LTD,3648792,224.70,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,246,Stationery/Office Consumables,2022-06-29,227600,BANNER GROUP LTD,3649822,348.65,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Community,Technical,246,Stationery/Office Consumables,2022-06-29,227600,BANNER GROUP LTD,3649822,16.33,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Community,Technical,246,Stationery/Office Consumables,2022-06-29,227600,BANNER GROUP LTD,3649822,55.58,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Community,Technical,171,Equipment,2022-06-15,200446,BARRY CARTER MOTOR PRODUCTS LTD,3648793,256.83,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648681,27.70,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648681,27.70,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648681,27.72,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648681,40.50,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648681,40.50,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648681,76.10,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648682,30.85,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648682,30.85,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648682,55.40,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648682,55.40,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648682,55.40,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-08,200876,CLAD SAFETY PRODUCTS,3648682,152.20,Protective Clothing
Harrogate Borough Council,Transport,R,Community,Technical,471,Travel,2022-06-27,218268,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3650592,328.95,Travel Invoice for Month 20225
Harrogate Borough Council,Supplies and Services,R,Community,Technical,242,Protective Clothing,2022-06-01,215851,HAZCHEM SAFETY LLP,3648228,383.22,
Harrogate Borough Council,Premises,R,Community,Technical,087,Payments to Ext Contractors,2022-06-15,225709,ICE WATCH LTD,3650597,1010.63,
Harrogate Borough Council,Premises,R,Community,Technical,087,Payments to Ext Contractors,2022-06-29,225709,ICE WATCH LTD,3651088,5777.00,
Harrogate Borough Council,Employees,R,Community,Technical,054,Non Qualification Training,2022-06-29,202793,MELMERBY TRAINING SERVICES,3651134,1196.00,
Harrogate Borough Council,Employees,R,Community,Technical,054,Non Qualification Training,2022-06-01,202793,MELMERBY TRAINING SERVICES,3648275,1891.00,
Harrogate Borough Council,Employees,R,Community,Technical,054,Non Qualification Training,2022-06-01,202793,MELMERBY TRAINING SERVICES,3648276,1891.00,
Harrogate Borough Council,Employees,R,Community,Technical,054,Non Qualification Training,2022-06-01,230714,MR ANDREW SHAW,3649573,500.00,
Harrogate Borough Council,Employees,R,Community,Technical,054,Non Qualification Training,2022-06-01,220844,NATIONAL PEST TECHNICIANS ASSOCIATION,3649565,224.17,
Harrogate Borough Council,Premises,R,Community,Technical,087,Payments to Ext Contractors,2022-06-01,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3649539,715.00,
Harrogate Borough Council,Premises,R,Community,Technical,087,Payments to Ext Contractors,2022-06-20,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3650287,1070.00,
Harrogate Borough Council,Premises,R,Community,Technical,087,Payments to Ext Contractors,2022-06-27,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3650797,1190.00,
Harrogate Borough Council,Premises,R,Community,Technical,087,Payments to Ext Contractors,2022-06-01,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3649543,1490.00,
Harrogate Borough Council,Premises,R,Community,Technical,087,Payments to Ext Contractors,2022-06-13,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3649997,1607.17,
Harrogate Borough Council,Premises,R,Community,Technical,087,Payments to Ext Contractors,2022-06-06,204633,PARK LANE SERVICES (KNARESBOROUGH) LTD,3649821,1750.00,Pool
