Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Other Consultants Fees,2022-05-18,EDEN BROWN  LTD,6000917,1150.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Laundry,2022-05-16,ELIS UK LIMITED,6000906,7890.10,Total cost of Laundry
Brimhams Active Ltd,Employees,R,Brimhams Active Ltd,Sport & Leisure,Non Qualification Training,2022-05-23,FUTURE FIT FOR BUSINESS LIMITED,6000979,10750.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,ICT Rechargeables,2022-05-23,GB GROUP PLC,6000976,1200.00,Purchases Through ICT
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Saleable Items,2022-05-11,GERRARD INTERNATIONAL LTD,6000820,471.60,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Saleable Items,2022-05-25,HARROGATE BOROUGH COUNCIL,6001005,44853.78,Sale of Stock to Brimhams Active
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Catering - Direct Purchases,2022-05-04,HARROGATE TEA ROOMS,6000837,290.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Aqua Inflateables,2022-05-25,INFLATABLE TESTING & REPAIRING,6000909,337.00,Aqua Inflateables
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-04,J P LENNARD LTD,6000798,722.83,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Cleaning Materials,2022-05-16,JANGRO NETWORK LIMITED,6000885,271.55,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Marketing/Promotion,2022-05-18,LIVING NORTH LTD,6000925,2250.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Marketing/Promotion,2022-05-11,MOROAK T/A BLAKE ENVELOPES,6000891,255.60,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Catering - Direct Purchases,2022-05-04,MULTIHOPE LIMITED T/A PAYNES FOOD SERVICE,6000841,478.93,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Saleable Items,2022-05-16,NEOM LIMITED,6000883,896.52,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Materials,2022-05-18,NEOM LIMITED,6000882,920.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Marketing/Promotion,2022-05-23,NORTHERN BADGE COMPANY,6000946,450.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Performing Rights Fees,2022-05-16,PPL PRS LTD,6000881,702.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Other Consultants Fees,2022-05-09,Redacted Personal Data,6000856,400.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Other Consultants Fees,2022-05-16,Redacted Personal Data,6000898,1400.00,
Brimhams Active Ltd,Premises,R,Brimhams Active Ltd,Sport & Leisure,Hire of Accommodation,2022-05-23,RIPON CITY COUNCIL,6000948,1078.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-11,SAFETY DIRECT GROUP LTD,6000816,350.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Marketing/Promotion,2022-05-04,SIMON JERSEY,6000809,466.62,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-11,SWISS TIMING,6000815,1842.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-16,TECHNOGYM UK LTD,6000912,2940.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-16,TECHNOGYM UK LTD,6000913,2940.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-18,TECHNOGYM UK LTD,6000911,6650.67,
Brimhams Active Ltd,Employees,R,Brimhams Active Ltd,Sport & Leisure,Qualification Training,2022-05-25,THE ASA (SWIM ENGLAND) LTD,6000878,420.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-09,THE ASA (SWIM ENGLAND) LTD,6000840,791.67,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-25,TIG,6000834,265.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Other Supplies & Services,2022-05-25,TIG,6000835,265.00,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-16,TTS GROUP LTD,6000910,254.99,
Brimhams Active Ltd,Supplies and Services,R,Brimhams Active Ltd,Sport & Leisure,Equipment,2022-05-09,TTS GROUP LTD,6000847,360.44,
