Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Equipment,2022-08-01,MARES S.P.A T/A ZOGGS INTERNATIONAL LIMITED,6001354,878.75,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Equipment,2022-08-01,MARES S.P.A T/A ZOGGS INTERNATIONAL LIMITED,6001354,527.25,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Saleable Items,2022-08-24,MARES S.P.A T/A ZOGGS INTERNATIONAL LIMITED,6001388,242.24,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Other Consultants Fees,2022-08-22,REDACTED  PERSONAL DATA,6001447,2000.00,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Marketing /Promotion,2022-08-10,MUMBLER LTD,6001387,450,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Materials,2022-08-03,NEOM LIMITED,6001282,771.9,
Brimhams Active,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Superannuation,2022-08-17,NORTH YORKSHIRE COUNTY COUNCIL,6001334,50391.98,NYPF STRAIN ON THE FUND COSTS Q1 202223
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Marketing /Promotion,2022-08-10,PLATINUM PRINT LTD,6001306,480,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Marketing /Promotion,2022-08-03,PLATINUM PRINT LTD,6001310,499,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Marketing /Promotion,2022-08-10,PLATINUM PRINT LTD,6001307,872,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Marketing /Promotion,2022-08-03,PLATINUM PRINT LTD,6001311,1683.00,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Performing Rights Fees,2022-08-03,PPL PRS LTD,6001364,2034.77,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Performing Rights Fees,2022-08-03,PPL PRS LTD,6001109,2474.94,
Brimhams Active,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Qualification Training,2022-08-10,RLSS UK ENTERPRISES LTD,6001392,342,
Brimhams Active,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Qualification Training,2022-08-24,RLSS UK ENTERPRISES LTD,6001391,684,
Brimhams Active,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Qualification Training,2022-08-31,RLSS UK ENTERPRISES LTD,6001393,684,
Brimhams Active,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Qualification Training,2022-08-22,SHEFFIELD CITY TRUST,6001426,650,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Saleable Items,2022-08-01,SWIM ENGLAND TRADING LIMITED,6001357,308,
Brimhams Active,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Qualification Training,2022-08-08,THE ASA (SWIM ENGLAND) LTD,6001368,570,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Marketing /Promotion,2022-08-31,TIG,6001383,4995.00,
Brimhams Active,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Sport & Leisure,Equipment,2022-08-22,YORKSHIRE PURCHASING,6001453,292.2,
