Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2021-11-10,MARES S.P.A T/A ZOGGS INTERNATIONAL LIMITED,6000198,-15.30,The Hydro
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2021-11-10,MARES S.P.A T/A ZOGGS INTERNATIONAL LIMITED,6000198,15.30,The Hydro
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2021-11-03,MARES S.P.A T/A ZOGGS INTERNATIONAL LIMITED,6000145,864.18,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2021-11-03,MARES S.P.A T/A ZOGGS INTERNATIONAL LIMITED,6000145,-27.72,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2021-11-03,MARES S.P.A T/A ZOGGS INTERNATIONAL LIMITED,6000145,27.72,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Consultants Fees,2021-11-10,MR DAVID WEAKLEY,6000256,1800.00,Work undertaken October 2021
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2021-11-22,NEOM LIMITED,6000280,272.48,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Premises Costs - Joint Use,2021-11-24,NIDDERDALE HIGH SCHOOL,6000279,9920.49,Joint use agreement Aug/Sept 21
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2021-11-22,QUALSAFE.COM,6000273,-159.00,Credit trans 6000264
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Cleaning Materials,2021-11-10,SAFETY DIRECT GROUP LTD,6000203,350.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Consultants Fees,2021-11-22,THE LEISURE DATABASE COMPANY LTD,6000277,1275.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2021-11-24,TIG,6000103,270.00,Postcards & Business Cards
