Supplier Name,Item Description,Category Family,Invoice GL Date,Spend
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-20,224961.44
Carillion Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-12,208963.07
Carillion Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-10,174408.51
Carillion Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-28,162754.27
Carillion Construction Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-28,148750.00
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-12,147199.13
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,119211.88
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-03,106326.31
Carillion Construction Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-25,70344.49
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-26,67440.25
Carillion Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-02,67079.52
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,63866.83
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,42719.56
Carillion Construction Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-18,42235.93
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-21,40302.81
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-24,40000.00
Carillion Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-25,35329.12
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-13,3447288.50
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-20,2834349.68
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-19,2727122.00
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-12,2304540.97
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-03,2149409.24
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-21,2069766.02
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-25,1434574.12
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-20,1305069.69
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-21,1236711.39
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-25,1145377.71
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-24,1098238.79
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-12,1070069.84
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-13,1046146.48
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-21,946888.74
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-20,795122.56
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-12,775273.51
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-11,735072.50
Siemens Rail Automation Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-21,653379.04
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-27,424212.20
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-24,352061.80
Siemens Rail Automation Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-01,252123.26
Siemens Rail Automation Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-24,237380.36
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-26,185198.48
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-26,102880.70
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-24,91286.88
Siemens Rail Automation Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-26,83806.59
Siemens Rail Automation Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-12,73046.19
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-12,68390.00
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-27,59143.12
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-25,59143.12
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-21,53630.97
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-20,45441.19
Siemens Rail Automation Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-04-10,39762.23
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-26,36651.87
Siemens Rail Automation Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-13,29924.00
EDF Energy Customers Plc,Procurement of utilities to operate the railway,Utilities,2017-04-13,23240001.67
EDF Energy Customers Plc,Procurement of utilities to operate the railway,Utilities,2017-04-05,125724.43
Colas Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-20,2982983.80
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-05,1245732.12
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-19,920435.89
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-05,836252.40
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-18,649539.23
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,612994.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-06,600000.00
Colas Rail Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-04-05,542307.69
Colas Rail Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-04-05,492048.20
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,478640.38
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,422732.86
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-27,412942.41
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-19,367403.53
Colas Rail Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-04-25,352352.46
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,350000.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-05,303516.35
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,266270.47
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,248000.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-18,240741.51
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,201000.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-06,200000.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,198394.15
Colas Rail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-19,189298.86
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,148900.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,128900.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,108794.72
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-18,107707.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-21,105223.30
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-06,100000.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,80450.94
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-13,67397.56
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,67110.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-13,64767.56
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-13,62631.23
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-13,60742.20
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-21,60031.72
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-13,58116.06
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-13,56866.81
Colas Rail Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-04-13,51291.57
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-13,48210.60
Colas Rail Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-04-28,47387.26
Colas Rail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-04-20,47277.78
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,40700.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,38420.00
Colas Rail Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-04-30,36617.86
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-04-13,36453.37
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-19,36059.32
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,35897.00
Colas Rail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-19,31412.60
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-12,1493260.00
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-04-21,1161780.45
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-12,1120810.84
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,1030782.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,839144.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,835062.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-28,636797.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-27,557623.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-19,526294.32
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-27,434504.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-13,401075.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-19,391925.91
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,351578.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-19,325875.30
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-04-10,293241.94
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,287330.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-25,233545.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-25,225614.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-18,220880.49
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-19,211667.06
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-13,181274.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-25,180394.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-13,133803.69
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-25,132702.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-25,124792.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,121612.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-19,120546.55
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-04-10,110474.50
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-25,109368.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-25,105174.00
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-04-10,104851.03
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-10,98309.82
Amey Rail,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-05,94240.39
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-04-10,88715.32
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,85251.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-10,74459.55
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-25,74180.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-07,59425.21
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-04-12,51750.79
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-25,46584.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,45897.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-25,45089.00
Amey Rail,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-04-19,42125.68
Amey Rail,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-04-12,40036.14
Amey Rail,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-01,33974.48
Amey Rail,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-12,30921.53
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-26,30675.00
Amey Rail,Procurement of specialist services to renew and improve the railway,Track,2017-04-24,28317.00
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-26,2030657.48
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-19,1827865.60
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-12,1465090.49
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-19,1263368.36
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-03,724150.00
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,627530.66
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-19,587133.45
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-26,514628.87
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-11,403522.88
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,340476.29
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-12,310904.32
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-26,300000.00
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-11,282469.06
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,278171.93
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-20,261013.89
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,251548.29
BAM Nuttall Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-21,248283.24
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-12,224795.02
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-19,209305.72
BAM Nuttall Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-26,175359.08
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-01,167440.84
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-03,165303.26
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-11,143966.60
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-26,123760.00
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-25,104091.00
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-21,65233.24
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-06,55464.42
BAM Nuttall Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-06,31270.76
BAM Nuttall Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-25,28617.00
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-20,27193.12
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-04-12,27123.66
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-26,26270.15
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,661039.32
Amalgamated Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-18,532226.88
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-05,382870.91
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-24,342803.38
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-12,306414.57
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-12,303450.47
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-25,303371.40
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-13,302783.00
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-19,292474.76
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-13,274120.87
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-19,246462.36
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-23,244813.60
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-03,240163.47
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-12,235000.42
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-21,226105.72
Amalgamated Construction Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-04-20,215613.71
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-10,204024.30
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-12,200874.20
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,192692.14
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-13,190000.00
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,182907.59
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-12,173969.73
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,167376.64
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-18,165585.91
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-01,162823.89
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-20,158593.92
Amalgamated Construction Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-04-12,150994.28
